P37646	PF00563
P17544	PF00170
Q00218	PF01474
C9K0J5	PF00788
Q728E4	PF06508
O95319	PF00076
Q9LMB9	PF01657
P81377	PF02197
Q6PV68	PF00847
Q9W3L1	PF04050
C7LAF6	PF00917
O15269	PF00155
Q8U160	PF01248
Q9H0R8	PF02991
C3VLD3	PF00520
P64574	PF11115
O15263	PF00711
Q9H0R1	PF00928
O15265	PF08313
O15264	PF00069
Q9H0R4	PF13344
Q9H0R5	PF02841
Q53YD8	PF00025
Q8IBS3	PF00587
Q8L8B8	PF03641
Q8IBS5	PF00069
Q9X180	PF00989
Q8IBS6	PF01702
Q6XJV4	PF07686
P64578	PF09907
Q59EC8	PF02008
Q01129	PF01462
Q2R1D5	PF00244
P14859	PF00157
Q9W526	PF00134
Q9UK05	PF00688
Q56A08	PF00467
Q9W523	PF00536
Q8R216	PF02146
O83096	PF03977
Q92826	PF12284
P51865	PF09443
P51862	PF00621
P51863	PF01992
P51860	PF00956
Q92823	PF07679
O44991	PF04427
Q9T031	PF01344
Q9NBD7	PF12348
Q92828	PF00400
P51868	PF01216
P0ABA0	PF00430
A9YWT2	PF01603
O82811	PF07690
P0ABA4	PF00213
P0ABA6	PF00231
Q3TZZ7	PF17047
Q9Y586	PF03281
Q9Y587	PF01217
Q9Y584	PF02466
Q9J3M9	PF02053
E9Q5G3	PF16540
Q9Y580	PF00076
Q9Y581	PF00049
Q9UQV4	PF01299
Q95ZQ3	PF01336
Q18037	PF12171
Q8BT15	PF00412
Q86C16	PF02181
Q18036	PF05347
Q2R037	PF00400
A8WH76	PF15018
Q39193	PF00069
Q39192	PF00069
Q39191	PF07714
O00743	PF00149
Q8LG76	PF00643
Q39194	PF07123
Q7JMS4	PF00443
Q7JMS5	PF02135
P12887	PF03167
P12881	PF10584
Q09615	PF11799
P12883	PF01576
P12882	PF01576
Q2LZG0	PF13176
Q8WZ79	PF03265
B4DZC0	PF00176
Q7KRR5	PF01841
Q8MXR2	PF00076
Q6NW40	PF06535
Q8K136	PF15803
Q61045	PF06621
Q42337	PF04689
Q9H1P3	PF01237
Q8WZ74	PF09727
O14136	PF00018
O14137	PF00479
O14134	PF00385
Q41188	PF00098
O14132	PF00069
O14133	PF04376
O14130	PF00172
O14131	PF03663
P49768	PF01080
Q8T915	PF00227
Q8T913	PF09765
Q7XJL1	PF00319
Q7XJL2	PF00497
Q42330	PF00537
O43079	PF01602
O43078	PF09336
O02675	PF01979
O43073	PF05255
A8K1N6	PF00439
O43071	PF00400
O43070	PF00498
O43077	PF00069
O43075	PF01709
O88884	PF00567
P58389	PF03095
P49201	PF00164
P49200	PF00338
P49207	PF01199
P49206	PF01283
P49205	PF00833
P49204	PF01479
P49209	PF00347
P49766	PF00341
Q9ESG4	PF16959
P49760	PF00069
P77562	PF07759
Q148Q7	PF16208
Q8BVK9	PF01342
Q8IN47	PF00076
Q9VKW3	PF08542
P09411	PF00162
Q8IIJ9	PF00112
Q81XX8	PF04860
P97947	PF00104
P97946	PF00341
P49763	PF00341
Q9HAQ2	PF00225
G5EDK5	PF02210
Q8GXW6	PF08387
Q59NP5	PF03856
Q9LDE3	PF00646
Q9LT25	PF00397
O44739	PF00240
Q5NFA1	PF00916
L7RT22	PF17205
Q0PAG4	PF00576
P24741	PF00469
Q8R0L9	PF10198
Q8GXZ7	PF09803
O25376	PF04055
Q9SWW6	PF14569
Q8CL24	PF00425
Q95U58	PF01909
Q13247	PF00076
Q95U54	PF12460
Q3T0Q3	PF01193
Q3UG70	PF00476
Q9V345	PF01399
Q13242	PF00076
Q13241	PF00059
Q0PAG0	PF01168
P0A1J9	PF14842
P21889	PF01336
P21888	PF01406
P21883	PF02817
P21882	PF02780
P21881	PF00676
P21880	PF02852
Q564Q1	PF16363
P40080	PF08432
Q46EH3	PF12176
Q9VGT3	PF00201
P10906	PF00528
P10907	PF08402
Q9D2R6	PF09813
Q41975	PF00230
P10902	PF02910
P10903	PF07690
P10900	PF00421
P02019	PF00042
Q8BTG7	PF03096
Q72B55	PF02754
P10908	PF03009
P10909	PF01093
Q9SVG9	PF13499
Q7TQ16	PF02939
P40084	PF04181
Q9VHT2	PF00400
O26050	PF04851
Q9VHT1	PF05335
O81057	PF03931
Q8LLD4	PF00996
Q9GV40	PF08490
P48150	PF00411
P48152	PF00189
Q3MHH4	PF04557
Q8NB16	PF07714
Q9I917	PF03441
Q8NB14	PF00443
P48158	PF00238
P48159	PF00238
Q7YSW8	PF00149
Q9ZVX0	PF01016
Q9H254	PF00435
Q9H257	PF00619
Q868Z9	PF00095
Q53SQ1	PF12752
B2RV13	PF13879
B5Z6G7	PF01475
O04630	PF07973
Q9SVG0	PF01490
O04632	PF00319
P05923	PF00558
A2NTY6	PF07686
Q9UT95	PF00005
Q9UT97	PF10584
P61289	PF02252
Q9UT92	PF01554
Q9UT93	PF00899
P55157	PF01347
P61287	PF16891
P55155	PF00094
Q9UT98	PF01513
Q08AI6	PF01490
O42841	PF00149
Q9HCA8	PF01352
O42843	PF11779
O42842	PF00156
O42845	PF13445
O42844	PF00069
Q9SK22	PF00380
O42846	PF01199
O81055	PF03931
O42848	PF00572
O59757	PF15577
O35449	PF04505
D3ZAU6	PF00416
P21269	PF12627
Q9Z0V1	PF11601
P21266	PF02798
P77489	PF02738
P21264	PF02222
P73303	PF00828
Q9Z0V2	PF11601
P73301	PF01176
Q8CC13	PF09066
P62395	PF06558
P05928	PF00522
Q8CL29	PF13506
P84103	PF00076
P37355	PF12697
P84101	PF04419
P84100	PF01280
P37351	PF02502
P62399	PF00673
Q9VFJ2	PF03946
Q9VFJ3	PF13180
Q9VFJ0	PF00067
Q9VFJ1	PF06102
P50652	PF02106
P31211	PF00079
P50651	PF00268
Q9VIZ1	PF00132
Q9VIZ0	PF13656
Q8BVU0	PF13855
Q9VIZ2	PF09734
P60880	PF00835
P60881	PF00835
O29777	PF00403
Q6ZT89	PF00153
Q86WA6	PF00561
Q03193	PF04193
A1L4L8	PF04749
Q86WA8	PF02190
Q9W0S3	PF03031
Q9C5E5	PF00781
Q03195	PF04068
O04090	PF00111
P16431	PF00374
P16432	PF12838
P16433	PF01058
P16435	PF00175
Q7PL81	PF00076
C9JDE9	PF00108
P20081	PF00254
Q6NMB6	PF08449
Q01978	PF00010
Q7ZWP8	PF01751
P12504	PF00559
B7Z0U6	PF01062
Q8I423	PF07422
Q01973	PF07714
Q01970	PF08703
P17508	PF03143
Q7TNK1	PF02257
Q8ZA97	PF02852
Q01974	PF07714
Q06616	PF08537
Q23187	PF02453
Q55174	PF00004
Q03220	PF02940
Q06611	PF00230
P12346	PF00405
Q9YHD3	PF00240
Q9BSW5	PF03719
Q55178	PF08448
Q9SAH8	PF01566
Q9LVA1	PF02365
Q8ZEC8	PF02508
O58484	PF07726
P0C0S8	PF16211
P0C0S9	PF16211
Q9SAH0	PF01544
P0C0S7	PF16211
P74076	PF00583
P0C0S5	PF16211
P74071	PF00318
P0C0S1	PF05552
Q9M2F1	PF01667
Q0PBP7	PF05732
P55408	PF09228
P75777	PF16576
Q91XL9	PF01237
P42696	PF00076
P0A6P9	PF03952
Q9Z7J9	PF16789
Q8ILZ7	PF00397
O34319	PF00535
G5EBE2	PF00566
P40557	PF00085
Q53N81	PF00504
Q96KX0	PF00062
Q9Y7T0	PF11875
Q96NU7	PF01979
P58405	PF00400
P58404	PF00400
P58401	PF01034
P58400	PF01034
O01916	PF01066
O01917	PF16020
Q86VE0	PF13873
P09378	PF12833
Q0PBP1	PF01568
P09373	PF02901
P09372	PF01025
Q8RV83	PF03754
Q6TCH7	PF03006
P09377	PF12833
O01918	PF01753
Q9Y7T1	PF04177
Q727D9	PF13847
Q8RWK8	PF15862
G5ED46	PF00028
P56716	PF03607
Q8IIE5	PF04113
Q5TZZ9	PF00191
P0CT63	PF04758
Q21481	PF02036
Q81TS3	PF00528
Q9VYG8	PF07368
Q6NXP6	PF03807
P13699	PF00843
Q6GLZ1	PF01253
Q6NXP2	PF12480
Q9VYG2	PF02201
Q9VYG3	PF05602
Q9VYG1	PF10508
Q72E96	PF07022
Q81TS1	PF08352
Q72E94	PF01145
Q8N8Z6	PF03815
P35244	PF08661
P35246	PF09006
P35247	PF09006
P35240	PF09379
P35241	PF09379
G7N3F5	PF00001
P35243	PF13833
Q61885	PF07686
Q9H788	PF00017
P35248	PF09006
Q61881	PF17207
O64503	PF08449
Q9PU13	PF11357
Q8H1R0	PF10604
Q00756	PF03370
Q9P2I0	PF07521
Q8H1R4	PF00005
Q0PA05	PF00575
O60610	PF02181
O60613	PF08806
Q54NB4	PF00076
Q0PA07	PF01842
P75309	PF01926
Q6P6T4	PF00400
P31943	PF08080
P03096	PF00761
Q0PA00	PF01230
Q54NB6	PF00254
Q9C7N3	PF06884
Q9VSL1	PF00651
Q9VSL0	PF10545
Q9VSL3	PF13417
Q9VSL2	PF13417
Q8BPG6	PF03781
Q9VSL4	PF13417
Q9VSL7	PF02535
Q9VSL6	PF13417
O49255	PF02365
Q9VSL8	PF08913
P25991	PF05843
Q8N2S1	PF00683
P25992	PF14075
Q99102	PF00094
Q71DI3	PF00125
Q71DI1	PF15291
P72821	PF05685
Q13724	PF16923
P72823	PF00361
Q8WUZ0	PF04714
Q6IAN1	PF15895
P59665	PF00879
Q62283	PF00335
Q62282	PF00010
P30999	PF00514
Q62280	PF05030
Q62287	PF01421
Q8TE96	PF07717
Q5A4F3	PF00172
P30993	PF00001
Q8TE99	PF00328
P51418	PF01775
H0YCX2	PF15914
P30996	PF07952
P30994	PF00001
Q9SSD3	PF02845
Q90Z70	PF07679
Q9FKN7	PF00931
O49782	PF00249
Q94CN1	PF00378
Q8BYX4	PF00632
A0R2B1	PF02779
Q93WE4	PF03145
O97111	PF00595
Q9U1K2	PF02257
Q8WVK2	PF08648
Q8GW81	PF00320
Q8GW80	PF07723
Q8WVK7	PF16740
P40469	PF12460
Q8SX24	PF05253
Q8SX22	PF00595
O54863	PF00069
A1ZBW6	PF01585
Q6NRW3	PF08286
P42924	PF00276
P42923	PF00466
Q6NU92	PF00400
P42920	PF00297
Q4KLW3	PF12171
Q94K66	PF00504
Q9U1K1	PF16474
F8VQ72	PF04434
O26783	PF01900
G5EG35	PF00105
Q8T0A1	PF10545
G5EG31	PF01581
Q8L9T5	PF13639
Q77YB1	PF03579
O65674	PF03931
Q8T0A8	PF15396
P38757	PF03031
G5EG39	PF03931
F1PMK2	PF16608
Q9UGB7	PF05153
Q6GN46	PF10252
P38756	PF00899
C4B8W8	PF00240
Q9LQE3	PF02362
Q9VZF9	PF00379
Q9ASZ8	PF13812
Q9FEW9	PF00724
Q9NUD9	PF04188
Q05CJ5	PF00690
Q27709	PF13202
Q9Y7T9	PF00226
Q5TAG4	PF06758
Q7K2S9	PF02789
P22774	PF00012
P34424	PF00134
P22770	PF02932
Q9ZV78	PF07734
Q8IBL6	PF12706
P0AGC3	PF14718
Q8L8Y0	PF03719
P0AGC0	PF07690
P0AGC7	PF10144
Q93SX0	PF00355
P0AGC5	PF01464
Q8BR71	PF00628
Q5NGB2	PF04055
P26645	PF02063
P26646	PF00107
P32233	PF02824
P26640	PF00133
P26641	PF02798
Q8W4J8	PF06200
Q8W4J9	PF00931
Q6NUH0	PF01198
P48356	PF06328
Q9D9X6	PF13639
Q8W4J2	PF00069
P26754	PF01336
A6NK75	PF01352
Q9VW78	PF00060
Q9N3F7	PF00642
P26755	PF08661
Q3URQ0	PF12333
Q8WY36	PF00505
Q9VW71	PF02210
Q9VW72	PF00612
O17570	PF01781
Q9VW76	PF15383
O83415	PF14842
Q9JJ79	PF12777
Q9JJ78	PF00069
Q8NCV1	PF00035
P74480	PF07963
Q9HA47	PF00485
F4IS56	PF07714
Q9VCM3	PF00014
P0CY12	PF00046
Q9JJ76	PF00069
Q5K4L6	PF13193
A5D7D1	PF00435
P80385	PF00571
Q5FWY4	PF17207
Q9VT83	PF07679
Q63629	PF00169
Q9VT87	PF15960
Q9LXQ0	PF07734
Q63622	PF07653
P04825	PF01433
Q9D666	PF07738
Q63621	PF01582
Q81JG1	PF01047
P04821	PF00018
Q9D662	PF04810
Q9LXQ8	PF00646
Q9FY90	PF02229
Q7JWW6	PF00294
Q8ZJF6	PF01761
Q4W5X0	PF06839
Q7KML2	PF14749
O83417	PF02874
P38892	PF08241
Q3TBT3	PF15009
Q6DDI4	PF01217
Q9CYL5	PF00188
Q9NWS0	PF08190
P47836	PF01479
Q9NWS8	PF02582
Q9NWS9	PF02023
C0SUU6	PF04504
Q10578	PF04560
P41786	PF01514
Q55399	PF06144
P41784	PF09392
Q23672	PF00339
Q8I0V0	PF00082
P41783	PF09480
Q8I0V2	PF02874
Q8I0V3	PF00118
P25205	PF17207
Q81YV1	PF01493
P25206	PF17207
A1Z8H6	PF00379
Q7L1T6	PF00175
Q81YV0	PF00202
Q8U0M5	PF04998
Q8U0M4	PF04998
Q3TIU4	PF03372
P25208	PF00808
Q8C4B4	PF05351
Q8U0M2	PF01191
P36124	PF00628
P36125	PF05216
Q6P6C2	PF13532
P23693	PF11636
P36120	PF00271
P36121	PF04801
P23696	PF00149
P36123	PF04499
A6QL63	PF00651
Q9LI83	PF16209
Q81RB5	PF03453
O97118	PF03939
A6QL64	PF12796
Q9TXS0	PF10291
P37655	PF06564
P37657	PF10995
P37651	PF01270
Q9BYN8	PF14943
P30605	PF00083
P37652	PF03170
Q3S1J8	PF00320
E2R134	PF01546
P37659	PF11658
Q9BYN0	PF02195
P47787	PF00067
P39961	PF00172
P39960	PF00620
O24911	PF00015
P39962	PF00069
P39965	PF00587
P39964	PF11831
P39967	PF00443
P39966	PF00481
P39969	PF00018
P39968	PF00514
O24918	PF01555
Q6P9B6	PF07534
P38922	PF00076
Q81NX1	PF01370
Q9CR81	PF15219
G8BG61	PF00342
P83972	PF00062
Q8UVD9	PF00013
P23968	PF00137
Q9CR80	PF08555
O25068	PF00669
Q3T9V8	PF12455
Q6PFM3	PF00153
O25064	PF01817
Q8NHW4	PF00048
Q9VG38	PF12470
O25060	PF00004
Q8NHW3	PF08383
Q8UVD6	PF13895
Q9CR86	PF00313
P05067	PF00014
P05066	PF03441
P05065	PF00274
P05064	PF00274
Q8S905	PF00225
P05062	PF00274
B3XYC5	PF00187
P05060	PF01271
Q9NQI0	PF00271
P02283	PF00125
P07280	PF01090
Q9C0K7	PF00069
Q9C0K1	PF02535
Q9C0K3	PF00022
Q8IEK1	PF01433
O83412	PF06429
Q96J77	PF04201
Q7ZV45	PF00153
P38289	PF09810
Q27237	PF00684
Q7L2Z9	PF13094
Q9QPN3	PF00469
P01958	PF00042
P03887	PF00146
P03886	PF00146
Q9CR88	PF00253
Q76RF4	PF06112
P03882	PF03161
P03881	PF07453
P40438	PF15901
P40434	PF11603
P40433	PF00300
Q7YU43	PF01612
P03888	PF00146
Q5T013	PF01261
O35161	PF02210
Q00402	PF12814
Q9N3S9	PF03151
Q9PWH2	PF01392
Q21697	PF01112
Q9H2J4	PF02114
Q21693	PF01652
Q9H2J7	PF00209
P39385	PF04286
P39384	PF06050
P39386	PF07690
P39381	PF06779
P39380	PF01885
P39383	PF01869
P39382	PF06977
Q9QYI3	PF13181
Q81L45	PF05031
P39389	PF00392
Q86HW7	PF02136
Q8IIF4	PF07714
Q6GNU0	PF08518
P31551	PF00378
P31552	PF13193
P31553	PF02028
P31554	PF04453
Q91819	PF00069
Q74SR9	PF05175
O18694	PF01423
Q5XGV1	PF00169
Q49AH0	PF10208
P07285	PF00591
Q61412	PF03826
Q61411	PF00071
Q61410	PF00069
Q0PNE2	PF09807
Q9FJN9	PF00076
Q9CXF7	PF00176
Q9W414	PF00004
Q8IBK2	PF00225
Q9CXF4	PF00566
Q80YR6	PF08573
Q9NXS2	PF04389
Q9V3N4	PF12372
P38389	PF03911
Q8IJ55	PF07133
Q5JF32	PF00705
Q9LSH5	PF02365
Q72AW4	PF01556
Q72AW7	PF00160
Q93646	PF00169
Q9QZX7	PF00291
P39038	PF08758
Q9VVA1	PF13000
P28598	PF00118
Q9V1Z5	PF00271
P70404	PF00180
P31360	PF00157
Q9VRS4	PF00089
P18669	PF00300
P70402	PF07679
Q9VRS9	PF00089
P18666	PF13405
Q8LBA0	PF13639
Q9P225	PF12777
Q9P227	PF00620
Q9EP69	PF02383
G5EDB8	PF00137
A1ZB57	PF06477
A1ZB56	PF06477
Q6IPW8	PF01755
Q9VU15	PF16835
Q9H3L0	PF10229
Q5VVQ6	PF02338
P02754	PF00061
Q50316	PF00005
P02756	PF00061
Q9Z1X8	PF04300
P02750	PF13855
P02751	PF00041
P02753	PF00061
Q9BZD4	PF03800
Q9BZD6	PF00594
Q9BZD7	PF00594
Q00987	PF00641
Q9BZD2	PF01733
P01225	PF00007
P75217	PF00485
G5EEW9	PF00536
P61764	PF00995
P01222	PF00007
Q1ZZU3	PF07061
O46202	PF01826
Q18590	PF00010
Q9VU13	PF13855
P0A698	PF00005
Q9VZY9	PF00587
P09030	PF03372
P53739	PF00069
Q9VLJ6	PF01401
Q9VNE0	PF13639
Q9VLJ0	PF05351
Q8BZ03	PF00069
O83962	PF01343
P09038	PF00167
P53731	PF04045
P53732	PF00164
P53733	PF00203
Q9VLJ8	PF00899
Q9VLJ9	PF10244
Q5NG28	PF00768
Q8D0P1	PF00072
Q6AWJ8	PF00058
Q9H999	PF03630
P04972	PF04868
Q9VG30	PF00201
O22241	PF00800
Q9JHZ9	PF01490
P04973	PF01086
Q3YBA8	PF00244
Q940G0	PF02990
Q9CAT7	PF01849
P42558	PF00071
Q940G6	PF07859
Q9VTX3	PF00153
Q5B4T5	PF16282
Q7LGC8	PF00685
Q501B9	PF02201
Q8QZY3	PF15549
O70480	PF00957
Q9VZY0	PF02201
Q9XVS7	PF03943
Q7CIW9	PF00577
B0BMY0	PF00170
O96046	PF14604
A6ZI46	PF00274
Q8SRX5	PF17207
P70302	PF16533
Q9VF72	PF09789
Q86VX2	PF07258
Q92519	PF00069
Q91ZJ0	PF02732
Q86VX9	PF03164
O25879	PF00344
Q91ZJ5	PF01704
Q69HR1	PF08441
O25878	PF04263
P33599	PF00346
A0AVT1	PF10585
O25136	PF00692
Q9SZX9	PF00347
Q80U36	PF12777
Q02866	PF02204
Q9SZX3	PF00764
Q8VZ68	PF00364
P28612	PF00691
O25134	PF02786
P82350	PF05510
Q9VMD6	PF04707
Q9VMD5	PF03062
O25135	PF00364
Q9VMD3	PF05175
Q96HB5	PF11819
U5TQE9	PF00317
Q95J56	PF14901
Q9VBL3	PF09728
Q9CZW4	PF00501
Q0WJY2	PF05336
Q6F5E8	PF13516
Q8MKK7	PF01529
Q81UL9	PF13520
U5KUF9	PF17045
F6V0D8	PF00118
Q9VVP2	PF03722
Q03142	PF07714
Q9VVP4	PF00456
Q9SGC1	PF00408
Q05481	PF01352
Q99697	PF03826
P11215	PF00092
Q10438	PF03133
P11217	PF00343
P11216	PF00343
Q9SJM1	PF01842
Q9SJM3	PF00069
Q9SJM4	PF04504
Q99698	PF00400
Q9SJM7	PF01156
Q10039	PF00458
Q27591	PF17205
O28029	PF07973
F1SKD4	PF12783
Q27594	PF00067
Q8CBG9	PF00097
Q9PMQ6	PF00121
Q27597	PF00175
O27035	PF02874
Q8IN81	PF00651
O27037	PF01990
O27036	PF16886
O28024	PF01997
Q15771	PF00071
P34609	PF09744
Q15773	PF10248
Q15772	PF00069
Q96BU1	PF15427
Q15776	PF02023
P47029	PF00339
Q6UW78	PF15141
Q9M1K3	PF00230
Q9M1K2	PF01504
P17325	PF03957
Q9M1K0	PF00010
Q8WUA8	PF13855
Q9NWH2	PF07096
Q8QZY2	PF05161
O83845	PF02367
O82226	PF00520
Q8WUA2	PF00076
Q6AXX6	PF13911
P74484	PF00561
Q8WUA7	PF00566
Q8WUA4	PF00400
P38816	PF07992
P38817	PF00790
P38814	PF17076
P38815	PF00787
P38812	PF09419
P14598	PF00018
P38810	PF04810
P38811	PF00454
Q7PAF2	PF02674
O15400	PF14523
Q6DE08	PF00069
O15405	PF00505
O23629	PF00125
Q22170	PF03388
P38819	PF01105
Q9VNH5	PF05652
Q93ZV7	PF08777
Q2PJ68	PF00069
Q96RR4	PF00069
Q9TY96	PF00112
Q4VC05	PF04714
Q4VC00	PF07748
Q93ZV8	PF13516
Q7KN62	PF09336
Q7KN61	PF00348
Q9VWR8	PF10034
Q8BTI8	PF08312
Q8BTI9	PF00613
Q4PSE3	PF00319
Q4PSE2	PF00808
B5QSI6	PF00046
Q4KSH6	PF00069
Q9VWR1	PF00241
Q8BTI7	PF12796
Q99LU0	PF03357
Q4PSE8	PF00481
Q9VWR5	PF00067
P40849	PF03855
Q9Y5B0	PF03031
O83572	PF04536
Q8C7G5	PF01442
O82598	PF00230
Q0P7Z8	PF03544
Q9Y5B6	PF07842
Q9Y5B8	PF00334
Q9Y5B9	PF08644
Q5BLK4	PF00098
O82597	PF00719
O83570	PF02926
O82595	PF02362
Q9SIE4	PF00847
P04543	PF03113
Q9R1M3	PF00956
Q9R1M5	PF13516
X2JDH0	PF02145
Q8RY65	PF00069
Q9M0J5	PF00249
Q9NS75	PF00001
O80734	PF04910
Q9NS71	PF04089
Q22966	PF00059
Q8I220	PF03011
Q0P7Z9	PF02472
Q877G8	PF00118
P12749	PF16906
P12746	PF00196
Q8RY60	PF01595
Q0P8Y9	PF10518
Q8DW95	PF02452
Q91VA6	PF08755
Q8DW96	PF04014
Q03426	PF00288
Q03427	PF00932
P62424	PF01248
Q91VA7	PF00180
Q9GYI0	PF02373
Q8WZA1	PF03071
Q8WZA0	PF06384
P35456	PF00021
Q9GYI4	PF02373
Q9HD26	PF00595
P15624	PF03484
P48549	PF01007
P01129	PF00023
Q70HU3	PF00642
Q96PB1	PF07779
F1NSA8	PF00071
Q3UHA3	PF14649
A5JYY2	PF00595
P10674	PF02469
P15626	PF02798
P10676	PF07714
Q9LQK9	PF00180
O14756	PF00106
Q9LZS3	PF02922
Q9XVK0	PF07690
Q07505	PF01738
Q91VA0	PF13193
O83178	PF00005
P0AG82	PF12849
Q07508	PF03194
Q4LE58	PF02020
P0AG86	PF02556
G5E8J6	PF10529
Q9D504	PF12796
P15248	PF01415
Q9VXD9	PF00002
Q81YG7	PF08241
Q96ID5	PF07686
Q23119	PF00657
O83816	PF00044
Q16082	PF00011
Q9AST6	PF04133
G5EDY0	PF00787
P12297	PF01805
P56157	PF02811
O25304	PF03544
Q9MAS5	PF00957
P69736	PF08523
P10586	PF00102
Q9UT41	PF07819
P53991	PF00175
P10588	PF00105
P10589	PF00105
P69739	PF01058
P13164	PF04505
P56159	PF02351
Q9UGL1	PF02928
O94374	PF01749
P0AB55	PF03795
Q12505	PF00069
Q12504	PF00856
Q9Y285	PF01409
Q12502	PF13002
O94372	PF03914
Q9Y286	PF07686
Q9Y289	PF00474
Q9UJV9	PF00271
Q9BR11	PF04434
Q12508	PF10607
Q93VC9	PF08127
Q9USN5	PF00208
Q9XGN1	PF00400
P52814	PF00832
P52815	PF16320
Q9VXD6	PF10225
P52819	PF01776
A5E0P6	PF00069
P61678	PF08245
Q91WM2	PF13344
Q8CZT2	PF00356
H2L0A7	PF04435
Q9XIF0	PF00931
Q9XIF7	PF04601
Q9UT49	PF03828
Q9LXJ0	PF00091
Q9XIF4	PF00085
P53042	PF00515
Q8I7C3	PF00018
O16453	PF00210
D3Z6P0	PF00085
Q96C19	PF13499
Q0PAR8	PF00691
P0C0V1	PF00595
P35000	PF02793
Q9VK06	PF16209
P35005	PF00089
P73619	PF12215
Q8ZCU2	PF13742
Q9DB15	PF16320
A1A580	PF05287
Q8K4M5	PF17221
Q8ILW7	PF00004
Q8GWU0	PF13344
Q8ILW5	PF00179
Q9DCX8	PF00881
Q8TDZ2	PF00412
Q94806	PF06441
Q8BGR6	PF00025
Q0JBH9	PF00168
Q9XWC9	PF10229
Q6P3E7	PF00850
Q6V4K9	PF12107
Q8ILW9	PF00022
P11989	PF00874
P11988	PF00232
Q96SZ5	PF07847
Q6VNS1	PF16920
G5ECY7	PF00307
Q9LRR7	PF03055
P11980	PF02887
P11983	PF00118
P11985	PF03645
P11987	PF02964
P11986	PF07994
O70152	PF00535
A1Z8U7	PF09811
Q8K1B8	PF00169
Q81PL6	PF00571
A1Z8U0	PF10596
P78344	PF02020
P0C0V8	PF01249
Q04857	PF00092
G0SFL2	PF01399
Q9U3Y7	PF00643
Q9DCX1	PF06581
Q9S709	PF00642
A1ZAH3	PF00595
Q99J62	PF08542
Q9Y426	PF00168
Q9Y421	PF08555
O75419	PF02724
Q8NBK3	PF03781
O75414	PF00334
Q21703	PF00107
O75417	PF00271
O75410	PF05010
Q8R491	PF16880
Q3KR97	PF14604
Q7CG19	PF00528
Q8CHF1	PF00225
Q06647	PF00213
P20121	PF03244
P20120	PF01241
Q8CGF1	PF00620
Q8R493	PF02932
Q569Z5	PF00271
Q7CG16	PF06917
Q8CGF7	PF00397
Q569Z6	PF15440
D0EWS6	PF00105
Q17848	PF03372
Q6PDL0	PF05783
Q9ATE8	PF00319
Q9ATE9	PF00319
Q6NYR4	PF00012
O00512	PF11502
Q9ATE4	PF00319
Q9ATE5	PF00319
Q8BGT6	PF00412
P79101	PF07521
O00519	PF01425
Q8BGT1	PF13855
Q09365	PF17303
Q09364	PF17303
Q8N1H7	PF15676
O95292	PF00635
O95294	PF00616
O95295	PF14712
O95297	PF07686
O95298	PF06374
O95299	PF01712
O44548	PF09133
Q9LYH2	PF13359
Q8TCD6	PF06888
A8DZ20	PF14604
Q2EEQ8	PF13808
Q8TCD5	PF06941
Q8L4H0	PF00069
Q8IYK8	PF00071
P78789	PF04739
A8DZ29	PF02854
H1UBJ9	PF01751
Q8IYK4	PF01755
Q99PG0	PF07859
H7BXI1	PF17047
P78780	PF02774
Q05816	PF00061
P52102	PF00037
Q3KQ23	PF00899
B2RUJ5	PF00640
Q9C0V8	PF07690
P52108	PF00486
Q9C0V4	PF04468
Q9C0V1	PF00909
Q8TB36	PF13417
P32861	PF01704
Q9U2M8	PF00168
Q9U2M9	PF09759
Q8N339	PF00131
Q47688	PF00078
Q47689	PF00324
Q8N335	PF01210
Q47684	PF06154
Q47685	PF04002
Q9U2M6	PF00046
P32863	PF00176
Q9U2M4	PF00465
Q9U2M5	PF00134
O97290	PF00271
P20337	PF00071
P32862	PF00172
Q0PC55	PF14899
Q0PC54	PF01654
Q6P7A2	PF10408
Q0PC56	PF03498
Q09587	PF00105
Q6AI14	PF16644
P78954	PF01652
Q9VB21	PF00095
B3VK31	PF00102
Q62848	PF01412
Q9BSG0	PF02225
Q9BSG1	PF01352
Q9BSG5	PF03024
Q8BJF9	PF03357
Q7K0S5	PF00789
Q803Y1	PF00265
Q09584	PF12220
Q9X914	PF13581
Q0P822	PF10609
Q9D3G5	PF00804
P79781	PF00240
Q7P9R4	PF00696
A8XMZ5	PF13499
D3DML3	PF00400
Q9LZM6	PF02330
Q8LF36	PF01603
P62601	PF01204
Q9ZWS9	PF00072
P0A867	PF00923
Q8SWW9	PF00005
E1JGL8	PF00622
Q9UI15	PF00307
Q9UI14	PF03208
Q9UI17	PF08669
P09883	PF11570
Q9UI10	PF01008
Q9UI12	PF11698
Q95R68	PF16923
Q8VED9	PF00337
P24469	PF13442
Q9VMU0	PF10276
Q81T55	PF02826
Q9TZL9	PF03015
Q72C73	PF01964
Q9C6D2	PF01636
Q8IWY8	PF02023
Q8IWY9	PF15296
P24938	PF03910
Q4V7Z0	PF03029
Q9VJM6	PF00612
Q7CL61	PF06196
Q9HCP6	PF03062
Q7CL65	PF06723
Q8IWY7	PF00069
Q5DTW7	PF15395
Q9HCP0	PF00069
O83950	PF01336
Q9QZG1	PF00083
O83953	PF01914
O83954	PF16561
Q46799	PF02738
Q46798	PF01551
Q9C9D4	PF00319
O83959	PF01026
