yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF65D	Entry
830127	A0A178V5I7
830127	A0A1P8B4F0
830127	A0A1P8B4F7
830127	O65659
40168	M9NEE8
40168	O18338
40169	M9PD06
40167	Q7KUT8
40167	Q8IQV1
40167	Q961A8
40164	E8NH34
40164	M9PD02
40164	M9PFP9
40164	Q24180
40164	Q86LC7
40165	M9PG43
40165	Q9NBK5
40162	O61734
40163	M9PFY4
40163	Q9VW45
40160	O76521
37681	Q9W1T4
182136	O16500
37683	Q0E8X9
14083	K7Q751
14083	P34152
37685	Q9W1T0
37684	Q9W1T1
37687	D4G7E4
37687	Q24434
14087	Q9JL70
37689	Q9W1S6
37688	A0A0B4LG83
37688	Q9W1S7
67306	Q8BJH1
182139	O16502
4951	P0CE71
3229	P31276
3225	A0A024RAZ6
3225	P31274
4956	Q14990
3227	O43248
3226	Q53XI4
3226	Q9NYD6
3221	A0A024RB51
3221	P09017
3221	Q86TF7
837687	A0A178WNM5
837687	A0A1P8AM13
837687	A0A1P8AM19
837687	Q500Z4
3223	P09630
837685	Q9LPZ1
850924	Q05955
850926	P0CX74
850926	P0CX75
850926	P0CX76
850927	P0C2I6
850920	P39520
850921	Q05947
850922	Q05948
850923	Q05949
837990	A0A178WPE2
837990	A0A1P8APD5
837990	Q9AST3
850928	Q05958
839515	A0A178WN35
839515	P42760
137209	Q7Z3I7
54497	Q9P2D3
13712	P41969
58175	E9Q720
58175	Q8C5J7
58175	Q9QZB1
178903	O16501
178901	Q9GUC8
37992	Q9W0X8
178904	O16511
813987	Q8IED2
837356	A0A178W6A5
837356	Q8VZB9
837357	Q9SJF3
230249	Q6PDI5
43253	A0A0B4LHT6
43253	A0A0B4LIR4
43253	P25931
837353	A0A178WGY8
837353	Q93XM6
842798	Q42602
837358	A0A178W5Y5
837358	Q949Q5
3885982	C6KT06
54491	Q9NUU6
38758	Q9VRZ7
38756	Q7KU78
38756	Q8MZI3
38757	Q9VRZ6
38754	Q9VRZ3
76779	Q8R3P7
38752	A0A0S0WGV5
38752	A0A0S0WNN1
38752	A8E6G8
38752	E1JI48
38752	P16241
38753	Q967S0
38753	Q9VRZ1
38750	M9PBS9
38750	M9PEC1
38750	M9PEJ2
38750	M9PES8
38750	M9PHL4
38750	Q9VRY6
38751	Q8T476
38751	Q9VRY7
34888	M9PD57
34888	M9PDG3
34888	P40798
34889	Q9VJQ0
34882	G7H829
34882	Q9V3Z6
34883	M9PFV9
34883	P20232
30501	Q1RM25
30501	Q91981
34881	P28159
34881	X2JAI1
34887	Q7KT79
34885	Q9V426
830500	A0A178UJC5
830500	F4K2C6
830500	Q8VYD8
18163	B7ZNF6
18163	E9QKH8
18163	O35927
18163	Q3U8L7
18160	P18293
18160	Q2TAY4
18160	Q3UY30
15565	Q14AW8
15565	Q9R1C8
17995	Q91YT0
5519	P30154
5518	A8K7B7
5518	B3KQV6
5518	P30153
38286	Q7KV99
38286	Q9I7U1
38286	Q9I7U2
38287	Q24050
38281	Q9W041
38283	Q8SX50
38283	Q9W039
5511	Q12972
5511	Q6ICT4
5510	A0A140VK83
5510	Q15435
823515,823518	A0A178VAH5
823515,823518	Q680P8
5515	B3KUN1
5515	P67775
5514	Q2L6I0
5514	Q96QC0
5516	A0A140VJS0
5516	P62714
855156	Q04216
855157	P40963
855154	P39523
855155	P34160
855152	Q3E842
855153	Q03880
855150	P54780
225523	Q7TSG1
855158	Q04217
855159	P39685
537	A0A0C4DGX8
537	Q15904
309197	D4ABT8
535	Q53ET5
535	Q53X12
535	Q5CZH6
535	Q93050
534	O95670
534	Q6NVJ2
533	E9PNL3
533	Q99437
11103	Q13601
837659	A0A1P8ANB7
837659	F4I7E4
837659	Q9SXA5
819352	Q8VZF3
819353	A0A178VSF3
819353	O22914
539	P48047
538	B4DRW0
538	Q04656
538	Q762B6
416939	F1P241
554313,8359,8361	B2R4R0
554313,8359,8361	P62805
76192	Q99LR1
11104	A8K7S5
11104	O75449
109880	P28028
837654	A0A1P8ARR6
837654	C0LGE3
837654	Q8RWZ1
109889	A1L357
109889	A1L358
109889	S4R1L6
6518	A0A140VJK5
6518	B4DG19
6518	B4DU31
6518	P22732
6519	A0A0S2Z4E1
6519	B8ZZK1
6519	Q07837
119180	A0A080YUZ9
119180	Q7Z4W2
145447	Q7Z5M8
24110	Q3UAR6
24110	Q9WTV6
6510	Q15758
6510	Q59ES3
6511	B7Z7Q5
6511	P48664
6512	A0A087WUF9
6512	F1T0D3
6512	F1T0D4
6512	G1CT06
6512	O00341
6513	P11166
6513	Q59GX2
6514	P11168
6514	Q6PAU8
6515	P11169
6517	P14672
814663	A0A178VX18
814663	A8MRX1
814663	A8MS71
814663	F4INA0
814663	Q9ZU32
814662	Q52K81
811293	Q8I5G7
171500	Q68SB1
298696	B0BNL2
171503	Q63450
39481	Q9VU41
39480	P80455
39483	Q9VU43
39485	Q9VU45
39484	P41042
39484	X2JGM9
8706	B3KTQ4
8706	O75752
8706	Q49AT3
8706	Q7L9G8
8706	Q8TDY1
50486	P27469
842612	A0A178W4F1
842612	Q9CAN4
815134	A8MRP9
815134	Q9ZUG4
24113	Q14B19
24113	Q9WTP9
842617	Q9CAN0
842616	Q9CAN1
229841	E9QKK1
229841	Q6RT24
51042	A9J4F5
51042	O00488
39157	Q9VT57
39156	A8JNP7
39156	Q9V3C7
184267	P34388
8708	Q9Y5Z6
39153	M9PC24
39153	M9PC30
39153	M9PER0
39153	M9PER6
39153	M9PF03
39153	M9PF57
39153	M9PHY1
39153	Q7KUD8
39153	Q867T3
39153	Q86BH9
39153	Q86LF6
39153	Q8IGH4
39153	Q8IGP1
39153	Q9VT55
39152	E7BBS3
39152	Q9VT53
177908	F5GUE5
177908	G5EEP2
39150	E7BBS1
39150	Q9VT51
177906	O17759
177904	O17763
39159	Q9VT59
39158	M9PF62
39158	P48423
31361	Q9W4M8
31362	M9PGN1
31362	M9PH08
31362	Q960X4
35860	A1Z7I2
35867	A1Z7J0
35866	A0A0B4LEW1
35866	B7YZT7
35866	Q0E9F3
35865	A0A0B4LFU5
35865	Q8IGJ0
35864	A0A0B4LEY8
35864	Q01820
31369	Q9W4M0
16648	O35344
16648	Q543M7
16649	O35343
16649	Q4FJX1
835447	A0A178UMM3
835447	Q9FJB8
835444	A0A178UAS7
835444	Q93XY1
74841	Q8BW70
16644	A0A0R4J038
16644	D3YTY9
16644	O08677
16646	Q60960
16647	P52293
16647	Q52L97
831354	F4K8B0
831354	Q9LFQ3
832693	A0A1P8B9J9
832693	P92943
373647	Q2TAR1
136853	Q8WTU2
832690	A0A178U9E8
832690	O81488
170463	Q9BWG4
38911	Q9VSE8
811834	Q8ILJ1
2539219	O59767
2539218	O74448
69504	D3Z5Z2
69504	E9QAG8
53857	Q9JJZ2
84812	C9JEA7
84812	Q9BRC7
2539211	O74470
84811	Q9BRD0
84816	Q8WWV3
84817	A0A140VJY7
84817	Q9BRA2
2539215	O74502
2539214	O94244
342926	Q86XU0
73247	Q9DAT2
57373	Q9JJR5
110789	B8JJE0
824609	Q9M2U4
8674019	Q9VTM5
852276	P32790
852277	P38210
852274	P32789
852275	P32479
852273	P32788
852270	P32785
852271	P32784
829119	Q9SZR6
75234	A2A7Q9
75234	E9Q2L7
813475	Q8I2V4
813474	Q8I2V5
852278	P33200
852279	Q12266
43535	A0A0B4KHV6
43535	A0A0B4KI58
43535	Q7K1D9
43535	Q8MYX8
43535	Q9VAE7
43530	Q7JRK6
43530	Q9VAF3
43531	A0A0B4KHE1
43531	Q9VAF2
43532	A0A0B4K6N1
43532	Q8MLY8
43533	A4V3L8
43533	Q9VAF0
172747	O45876
172746	O17666
821346	A0A178V732
821346	Q9LV21
172744	B7WNA0
172744	O17835
172744	O17836
172744	Q3S1I8
172744	Q7JL40
43538	A0A0B4KI23
172742	G3MU54
172742	O17838
172741	O17839
821343	Q949S9
834962	F4K4Q2
834962	Q8RXK8
57379	Q546Y9
57379	Q6QJ80
57379	Q7Z599
57379	Q9GZX7
11419	Q6NXK8
53859	Q544K4
53859	Q9WUL6
72630	Q9CZJ2
834960	A0A178UAX9
834960	B3H4Z5
834960	Q6NQP5
223828	G3UWD4
223828	G3X959
223828	Q3TYM7
223828	Q3UBL8
223828	Q8K2H1
353115	F1N6W0
100289635	Q86T29
41972	Q9VEX4
41973	Q8IH00
41971	Q9VEX5
41975	Q9VEX1
281667	P30274
397519	P00889
33608	H5V8D4
33608	P32031
221294	Q5TFE4
221294	Q9H2R1
18209	Q52KG2
18209	Q9R1A3
90273	A0A0B4J1W4
90273	A0A0G2JSC8
90273	Q3KPI0
125893	A0A024R4J0
125893	Q0VGE8
254268	Q5T1N1
14786	Q03160
362245	Q6XVN8
235623	Q6GQT6
833840	F4KBJ3
833840	Q9FFW9
33607	P32030
33607	Q961V5
235626	E9Q5F9
51666	Q9Y574
145873	Q0VG99
396435	P00940
37387	Q9W2N0
14783	Q60760
37381	Q9W2N6
124411	Q7Z2F6
20669	Q04892
20669	Q3UUP3
20669	Q497H4
20669	Q7TNS9
37382	Q9W2N5
51886	A0A0G2JFY5
51886	A0A0G2JGW9
51886	Q0P6B2
51886	Q3TUE1
51886	Q91WJ8
20662	Q3USK4
20662	Q62245
20661	Q6PHU5
824735	Q9M053
175430	Q9BL70
20666	Q7M6Y2
20665	Q04888
353116	A0A1B0GVV3
353116	Q5EBL4
828649	Q9FNZ2
828642	Q9STJ8
2540276	Q9Y7K5
828640	Q93WL3
827428	A0A178V4V1
827428	P92963
824603	Q9M2V1
820438	A0A178VCC0
820438	Q9LHA8
80018	Q14CX7
80019	Q9HAC8
80017	B3KVU6
80017	Q4LE40
80017	Q7Z3D6
80014	Q6AWC2
820436	A0A178VNC8
820436	Q9C7B1
80012	B4E2T1
80012	E7EX82
80012	Q8NDX5
820430	Q9LHF8
80010	Q9H9A7
128710	Q5VYV7
48440	F0JAI6
48445	Q8I0P9
48445	Q9VAD0
48448	A4V2B8
48448	P08181
56031	Q9QZH3
824889	A0A178VAN3
824889	Q9M2M5
2540068	Q9USD4
2540069	Q9URV9
2540064	Q9P7P2
832520	A0A178UCE0
832520	Q94K97
824882	A0A178VJL1
824882	C0SVF3
824882	Q9LD90
2540060	O94235
2540061	O42903
2540063	Q9URV6
7301	H0YNK6
7301	Q06418
7306	P17643
7307	P0DN76
7307	Q01081
7307	Q7Z780
7305	O43914
7305	X6RGC9
828390	A0A178V5I2
828390	Q8L3Z8
828391	O82741
828392	A0A178V399
828392	O04904
56034	Q9NRA1
828394	A0A178V3F3
828394	A0A1P8B3X0
828394	O82743
828396	A0A1P8B3N4
828396	Q5IBC5
51324	A0A024R5Y1
51324	Q9NZD8
173595	O17100
11910	Q4FJW1
11910	Q60765
173597	O17102
54502	A0AV96
173591	Q9U5C1
54504	A0A024RA40
54504	Q9H3G5
54507	B7ZMJ3
54507	Q6UY14
54507	Q9UFG7
173592	Q9U5C0
54509	Q9HBH0
173599	G5EDN8
59150	Q9I7H8
237082	Q3UNA4
59157	Q9I7C6
175297	Q9BKS4
59159	Q9I7Q6
175299	Q9BKS0
824919	F4J3E6
824919	Q94A08
417956	P0C1H3
417950	P62801
25466	D1M8S3
25466	Q63621
36265	A1Z8Q0
174745	G5EDW1
174744	Q9XXA2
174747	Q23120
174746	Q23119
174743	G5EGP4
231887	B2RTB0
231887	Q3UHX2
225326	Q6PF93
442985	F1PE35
442985	Q6QNF3
8609	A0A024R3X8
8609	O75840
15929	P70404
15929	Q3TGZ3
15929	Q3TKM5
2538857	O94578
8602	A8KA74
8602	P78316
8603	P78312
8600	O14788
8600	Q54A98
8600	Q5T9Y4
8601	B3KSW4
8601	H9NIM5
8601	O76081
8607	B3KRS7
8607	E7ETR0
8607	Q9Y265
8604	O75746
8605	A0A024QZH0
8605	Q9UP65
834330	A0A1P8BB52
834330	F4K4L7
547924	Q07185
126017	Q6ZN06
221833	A8K350
221833	Q8IXZ3
541915	Q8S524
826482	Q9M0S4
826480	A0A1P8B8W6
826480	A0A1P8B8Y3
826480	P82281
1018	Q00526
1019	A0A024RBB6
1019	P11802
826484	A0A178UZD5
826484	F4JJA3
826484	Q9M0S1
1014	O75309
1016	D6RER2
1016	Q13634
1017	A0A024RB10
1017	A0A024RB77
1017	B4DDL9
1017	E7ESI2
1017	G3V5T9
1017	P24941
1010	P55289
1012	B7Z3H7
1012	B7Z9B1
1012	P55290
1013	P55291
9221775	C0H469
85301	Q8IZC6
216856	Q69ZK9
216856	Q6PHN2
829930	A0A178UXW8
829930	Q8L8A8
216850	Q5NCY0
829936	A0A178V2Q3
829936	Q8LER3
829935	P46604
74142	Q8CGK3
2541004	O43049
824929	A0A178VB25
824929	Q9SVX5
2541006	O43061
2541000	Q1MTS0
2541003	O59736
2541002	O59727
2538859	O74948
2541009	O94353
2541008	O94695
824844	F4J0S3
824844	Q9LET0
3565999	Q6A575
266820	P55853
319594	Q8BLR9
11007	Q15834
11006	A0A0A0MSZ8
11006	Q8NHJ6
834138	A0A178UFA0
834138	A0A1P8BCS7
834138	Q9FUG4
11004	A0A140VKF1
11004	B7Z6Q6
11004	B7Z7M6
11004	Q99661
30850	A0A024R8R6
30850	Q86X02
328440	Q80W85
151176	Q4G0M1
101739	A2BI12
101739	Q99JF8
812238	Q8IKE9
417044	E6N1V8
417044	P63247
834182	F4JZX8
50999	Q9Y3A6
834184	F4JZY1
834185	A0A178UJJ8
834185	Q8L4X4
136319	P58546
136319	Q69YG1
114505	Q923V7
2541497	O14268
50995	Q9Z1F9
51021	A6ND22
51021	Q9Y3D3
51020	A0A140VJK7
51020	Q7Z4H3
51023	A0A024RDH9
51023	D6RCM2
51023	D6RE70
51023	Q9Y3D5
51022	Q9NS18
51025	Q9Y3D7
51024	Q9Y3D6
51027	Q9Y3E2
51026	Q9Y3E0
51029	A0A024R5P6
51029	A0A024R5P9
51029	Q9BSY9
51028	Q86VN1
214987	P0CG14
214987	P0CG15
824847	A0A178VP83
824847	P0DH97
824847	P0DH98
824847	Q682T9
38427	M9NDG7
38427	Q6J5K9
398474	A0A1L8GN85
398474	Q7ZY36
110355	Q3U1V3
110355	Q7TS64
110355	Q99MK8
282370	O97593
110351	A2ALS4
110351	A2ALS5
289584	A0A0G2K2V1
289584	F1M625
3636839	Q9HFQ7
834459	A0A178UGW7
834459	P24636
217721	A0A0R4J0E9
217721	Q3UL56
217721	Q91X85
242274	A0A0G2JDT9
242274	B9EHV0
242274	E9Q6L9
242274	Q80TE7
843851	A0A178WN72
843851	Q9FRK5
108903	Q8BYA0
834451	A0A178UDU8
834451	A0A1P8BEC3
834451	F4K8U4
834451	Q9FKW0
834454	Q3E8H9
834454	Q9FKV7
734196	A0A1L8GP71
734196	Q4VT50
734197	Q4VT49
318646	Q8I050
734195	Q4VT51
25152	A0A0G2K5C6
25152	G3V7U2
25152	P34926
25150	A0A096MKC1
25150	Q62844
817745	A8MRN2
817745	Q9SKB3
817744	A0A1P8B1V5
817744	Q8VYA1
817746	Q9SKB2
817748	A0A1P8AXI6
817748	A0A1P8AXI9
817748	A0A1P8AXP2
817748	F4IRU3
25159	B2DBE1
25159	Q924Y4
231532	D3Z5T4
231532	G3X9N1
231532	Q8BHH3
231532	Q8C4V1
729230	A0A024R2Q0
729230	P41597
842553	A0A1P8APM2
842553	Q9SXE1
404636	B4DMU4
404636	B4DNL9
404636	Q8TCE6
818006	Q39142
21898	L0CL36
21898	Q9QUK6
440387	Q6GPI1
259249	Q96LB2
259249	W8W3P5
21894	P26039
21894	Q0V930
21894	Q3UHS6
21894	Q80TM2
21892	G3X9F5
56271	Q9NWD9
56270	A0A024R8U4
56270	Q5MNZ6
56275	Q8C2Q3
56274	Q9JI10
56278	Q9JMB0
10838	A6NFS0
818005	A0A178VRB0
818005	Q39141
2543573	Q9URZ4
853994	P22133
2543571	Q9P6N8
134526	Q8WYK0
2543577	Q10213
2543576	O14157
2543575	Q9P6P8
855108	A2P2R3
2543579	Q9UT17
2543578	Q9UT18
444298	Q6GNQ0
16363	P23906
16363	Q3U2Z2
16362	P15314
16362	Q3U5M1
16362	Q5SX13
16367	P35569
16367	Q543V3
117361	M9PB21
117361	Q9VQL6
16365	A0A0R4J027
16365	P54987
16364	Q5SUZ4
16364	Q5SUZ5
16364	Q64287
117368	Q9VCJ5
117369	Q7K4Y0
51203	Q9BXS6
816936	A0A178VWV6
816936	O82230
97243	A8W660
97243	Q3UX61
2538721	O74522
2538722	Q9UT67
819303	A0A178VSX5
819303	O80734
2538723	O74872
2538724	P26674
53319	Q99JX7
53319	V9GXF3
2872696	A0A1U8QVJ6
2872696	Q5B3I6
819300	O82799
832122	A0A178U901
832122	Q94BQ2
2538726	O74548
53311	P70402
53310	A2BEE9
53310	A2BEF2
53310	P70175
53310	Q52KF7
53313	E9Q559
53313	Q3U1K2
53313	Q3U6T4
53313	Q64518
53313	Q8C213
53313	Q8R0X5
53312	A0A0G2JGQ4
53312	P54729
53312	Q3UYM1
53314	O35284
53317	Q922V4
853999	Q08361
810218	Q8IJY1
177546	Q9Y0A1
810216	Q8IJY3
100287898	A8MYJ7
192254	Q8R4T5
1832	B4DKX6
1832	P15924
1832	Q4LE79
56894	Q9NRZ7
1830	P32926
1831	Q5JRJ2
1831	Q99576
1836	P50443
1837	A0A024RC32
1837	B7Z3X3
1837	Q9Y4J8
56893	B4DZF6
56893	Q59F94
56893	Q9NRR5
56892	Q9NR00
1838	B7Z202
1838	B7Z6A9
1838	E7EVB6
1838	E9PEY4
1838	O60941
1838	Q1I0L3
1839	Q99075
56899	B1VKB5
56899	B7Z9I9
56899	Q6V0K8
56899	Q7Z6G8
56898	A0A024RDG9
56898	Q9BUT1
192666	Q2M2I5
81004	Q8BHJ5
192662	Q99PT1
2539708	Q9USY0
818001	A0A178VY05
818001	Q8L615
192668	Q717R9
192669	B4E1P5
192669	Q9H9G7
851893	Q06631
851892	P09457
851891	P38992
851890	Q06630
851897	Q06639
851896	Q06636
851895	Q06632
851894	P32264
851899	P49775
851898	P35176
814728	Q9ZPS7
178357	Q7K7J0
100036964	A1L2V4
40803	Q9VI32
301245	Q6TUD4
824849	A0A178VHY2
824849	A0A1I9LTQ0
824849	A0A1I9LTQ1
824849	Q94EG4
2541892	Q9P7N6
40804	Q9VI33
36974	A0A0B4LFJ8
36974	A1ZAU6
36975	Q9V831
36976	Q7JZ53
841113	A0A178W175
841113	A0A1P8AM87
841113	B7U6X4
841113	Q6X7J9
44380	M9MRX2
44380	M9PGA8
44380	Q8MYU0
36973	A1ZAU4
36973	Q7K5N8
42398	P04950
36978	A0A0B4KET5
36978	A0A0B4KEY4
36978	A0A0B4KEY6
36978	A0A0B4KFA4
36978	A0A0B4KFU3
36978	A0A0B4KG58
36978	A1ZAU8
36978	B7YZJ1
36978	B7YZJ2
36978	E1JH90
36978	E1JH91
841118	Q9C629
2541893	O13954
3885908	C6KST3
3308	P34932
3309	P11021
3309	V9HWB4
3306	A0A024R6B5
3306	P54652
3305	A0A1U9X7W7
3305	P34931
3304,3303	A8K5I0
3303	B3KTT5
3304,3303	P0DMV8
3304,3303	P0DMV9
3300	P25686
3301	B7Z5C0
3301	P31689
143884	Q2TBE0
303553	Q5HZE6
303554	F1LSE5
303554	Q501R9
143888	A0A024R3C4
143888	Q7Z4H8
947679	P0A9B2
113990	M0R5I3
113990	M0R953
113990	Q66H40
2541948	Q9UTE1
2541949	Q9UTE8
840799	A0A178WCY4
840799	Q9FZH0
2541940	Q02088
2541941	P49373
2541942	Q9UTE3
2541943	Q9UTE5
2541944	Q9UTE6
78757	Q6QI06
2541946	Q09806
2541947	Q09807
281139	Q28153
850410	P25361
850411	P25625
850412	P25381
850413	P25626
850414	P25627
850415	P25628
850417	P25630
850418	P25631
850419	P25632
3361420	Q9HFR0
6768	Q9Y5Y6
29382	F7FG31
29382	Q6AZ26
29382	Q9Z2F5
29381	P80202
29386	A0A0G2JWK2
29386	Q00566
29384	A0A140TAB4
29384	Q02874
216443	E9QB02
216443	Q68FL6
140596,503618	Q8WTQ1
216440	Q8K2C7
622	Q02338
727910	A6NGC4
855418	P48562
627	A0A0E3SU01
627	P23560
812109	Q8IKS5
624	P30411
23125	B7ZM30
23125	I3L3W6
23125	O94983
629	A0A1U9X7H8
629	P00751
23126	Q7Z3K3
221074	Q504Y0
23122	E3W994
23122	E7ERI8
23122	E7EW49
23122	O75122
446599	Q6DDU6
343637	Q2I0M5
72180	Q8BIQ3
72183	Q6P8X1
2540578	O74790
841602	A0A178W8I8
841602	O04373
2541894	O13696
2540579	O74359
25989	B4DDG2
25989	B4DFS6
25989	Q6PHR2
25988	A0A024R3F5
25988	Q9BQA5
816822	Q84JF4
25987	A0A024R5J8
25987	B3KRF9
25987	Q8WUA8
25980	Q9Y312
25983	Q8NEJ9
816824	A0A1P8AYN6
816824	O81010
816824	W8Q723
31162	M9PDJ1
31162	M9PDJ5
31162	M9PGA1
31162	M9PGA3
31162	M9PGH1
31162	M9PGQ8
31162	M9PIR5
31162	Q9W539
31163	Q8T4E1
31166	F0JAG6
31166	M9MS06
31166	M9PGA7
31166	P18091
31167	Q9XZS4
338785	Q5XKE5
31165	M9PGS2
31165	P20153
839235	A0A178WIA6
839235	A8MSF6
839235	Q08733
31168	M9MS14
31168	M9PDK4
31168	Q9W534
31169	Q8T9K8
31169	Q9W533
850786	Q12347
15567	Q60857
833733	Q9FGI2
446625	Q7ZY00
45041	Q7KA66
446620	Q6AZR7
79400	A3QRJ0
79400	Q96PH1
840424	A0A178WKJ1
840424	A0A1P8APE1
840424	Q6R8G2
179096	Q9TYU5
3872	Q04695
3872	Q14666
3875	A0A024RAY2
3875	P05783
855541	P53879
855540	P53878
855543	P05750
34608	E1JHG4
34608	Q95TU2
34608	Q9VKD8
855544	P53881
855547	P53883
839238	A0A178WKN5
839238	O64490
855549	P53886
855548	P53885
380017	A0A1L8HLR2
380017	Q801S3
29960	Q9UI43
29960	V9HWJ9
34601	P81914
326122	A0A0B4KGR5
326122	Q8T045
224105	Q5DTJ2
224105	Q8CIN4
92609	A0A024R0M6
92609	Q3ZCQ8
307351	Q4QQV0
24586	P13596
24586	Q3T1H3
9308	A0A087WX61
9308	Q01151
50032	Q9VFM4
2542835	Q09782
24588	P12839
55209	E7EWN3
55209	Q9C0A6
55208	Q6PH85
32608	Q9VXG8
838988	A0A178WM62
838988	Q9ZUB9
838989	A0A178WH29
838989	C1PI94
838989	Q9ZUB8
15400	P02831
55201	Q66K74
32603	Q04047
32603	Q8IR16
32603	X2JFR1
32601	Q9VXH3
32606	Q9VXG9
32607	Q24134
32607	X2JE29
32604	E1JJL4
32604	E1JJL5
32604	P30432
32605	Q8IR15
32605	Q9VXH0
834564	Q9FH82
29236	P38983
22294	Q9WTZ0
22295	K4DI74
22295	Q99PF4
189522	A0A061AKN6
189522	O76615
53623	B0QZW1
53623	Q0VGS8
53623	Q3UY17
53623	Q9Z2W9
189527	Q9N476
221079	B0YIW9
221079	Q96KC2
841665	Q9C826
238799	Q8BFY9
151230	Q8NBE8
829891	Q9SZT7
10437	A0A024R7N7
10437	P13284
843185	Q9S7Y7
176314	P17139
54935	A0A140VJI5
54935	Q9BVJ7
200350	B3KVK3
200350	Q9NU39
57247	Q8CE64
54936	B7ZAN4
54936	Q9NX46
440503	Q00G26
816178	Q8GTS2
852708	P45820
852709	P13586
38976	M9PES6
38976	Q9VSL7
852707	P32579
852704	P45818
852705	P45819
38972	Q9VSL2
38973	Q9VSL3
852700	P46946
852701	P46947
15405	P09631
817883	F4IVR2
817883	Q8L7B5
31838	Q9W392
31839	B7Z134
31839	M9NDS5
31839	M9NGW5
31839	Q6IDE0
31839	Q9W391
31839	X2JJ32
856018	Q02896
856019	Q02908
856016	Q12224
856017	Q02895
856014	P41921
31837	Q9W393
856012	Q02892
856013	P41930
856010	Q02891
856011	P21825
853259	P22135
93550	A0A024R7V9
93550	A8K8Q5
93550	J3KPC0
93550	Q86WR3
93550	Q86XD8
853253	P46982
853252	P32944
3885988	C6KT12
853250	P04650
853257	P46987
853256	P46985
853255	P46984
853254	P46983
854708	P08019
854709	P40491
443710	A0A1L8GJR2
443710	Q561M0
854700	P40484
854701	P40485
854702	P40486
854703	P40487
854704	P40488
854706	P40489
33019	P22465
2542309	P87294
100301531	P67873
186872	Q21131
186873	Q21130
2542301	O94459
2542300	O94462
2542306	O14014
2542305	O14279
2542304	P87227
285242	A5X5Y0
829764	F4JPL0
829764	F4JPL1
829764	F4JPL2
287571	D3ZSS1
181065	Q21285
181060	Q18438
181062	Q18066
401152	Q8WVX3
85264	Q9EPG9
181069	Q11094
128553	Q9NRE2
103784	Q8BGF3
837918	A0A1P8ARN3
837918	Q9FZ70
838171	A0A178WMI6
838171	Q9S9N4
838170	A0A178WCL1
838170	P93048
817227	Q84X02
817221	A0A1P8B070
817221	F4IVK2
817221	O81027
25218	B2GUV2
25218	O55166
837919	A0A178WFM1
837919	Q6NQI8
4701	O95182
74318	Q8R1H0
42979	Q9VC10
135886	Q6UE05
42975	Q0KI14
42972	Q9VC19
42972	Q9VC20
42971	A0A0B4KHT9
42971	Q9I7I0
42970	Q8IMV1
42970	Q8SY52
203111	Q6P6B1
41408	Q9VGJ8
41409	Q9VGJ7
41406	A0A0B4KFN0
41406	P49905
41407	Q9VGJ9
41404	Q9VGK1
41403	Q9VGK3
41401	Q0KI81
39737	Q9VUV9
39736	Q9VUV8
39735	Q9VUV7
39733	P16912
447121	Q66KX3
836729	A0A178ULW2
836729	Q9FKY3
71361	Q8BUE4
836722	Q6NLB7
39188	Q9VT89
362993	Q5FVG9
836726	Q8VZ15
836727	A0A1P8BEY7
836727	B3LFA7
836727	Q9FKY5
836724	A0A178UQY3
836724	Q9LKJ1
1466473	Q3E7A5
1466472	Q8TGJ1
1466471	Q3E775
1466470	Q3E743
1466477	Q8TGS2
33158	A8DYS5
33158	M9NCL3
33158	M9NCX5
33158	M9NE36
33158	M9NEJ4
33158	Q0E8V4
33158	Q9VPI3
33158	Q9VPI4
1466475	Q3E7Y9
33155	E1JHP8
33155	M9PAY1
33155	Q86BM6
1466479	Q3E807
33156	M9NCX1
33156	M9PBJ2
33156	P08111
827970	A0A178V4Y6
827970	Q0WPM4
827970	Q9ZQZ8
831976	A0A178UAP1
831976	Q9FEE2
831975	A0A178UG16
831975	Q8L7L0
12912	Q01147
12912	Q543W0
12912	Q547S9
12912	Q62347
3077513	D2K3S2
3077513	F5HCM1
12914	A0A0U1RQB6
12914	F8VPR5
12914	Q6GQV9
12915	A0A0A0MQ69
12915	Q3UJ07
12916	D3YXV5
12916	D3Z011
12916	D3Z0R0
12916	D3Z2U7
12916	D3Z326
12916	D3Z6A5
12916	D3Z7M6
12916	E9PV35
12916	E9PWV9
12916	F6QWT6
12916	F6VJ22
12916	P27699
12916	Q3TTH6
12916	Q78Z98
12916	Q9CQ87
12916	Q9D599
3077517	F5HHG5
3077517	Q6SW46
7023	Q01664
7022	Q92754
7021	Q92481
7020	P05549
7027	A0A024RDY4
7027	Q14186
7026	F1D8R0
7026	P24468
7025	P10589
7024	A0A024R120
7024	Q12800
7029	Q14188
35835	A0A0B4LEW9
342346	A6NNT2
71093	Q99NA2
71091	Q14BG3
71091	Q8CEQ0
71096	Q8BNW6
71096	Q8C415
71096	Q8CAI8
71096	Q925E1
180827	P50464
54923	A0A087WT39
54923	Q9H400
399106	A0A1L8FJ17
399106	Q9YGY3
35837	Q9V4U9
399100	A0A1L8HWM5
399100	Q91604
26919	Q9R0B7
32707	Q9VX71
84607	O88582
37729	O02002
37723	Q9W1N8
37721	Q9W1N9
827655	O49675
30718	P46530
9831	A0A0A0MT18
9831	A0A0J9YW98
9831	O75123
7799	Q13029
7798	Q05DE3
7798	Q86V48
271036	A2RTF1
