yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF3FI	Entry
836456	Q9FGW5
836451	A0A178UPE3
836451	O64903
836451	Q0WUG9
836452	A0A178UIE5
836452	Q9FGW9
734791	A0A1L8FRL4
734791	Q3KQ23
18807	O35405
9545	A0A024R7G2
9545	O95716
18803	Q62077
837583	A0A178W6R4
837583	Q07098
37589	Q9W229
837587	A0A178WJ74
837587	A0A1P8ASD9
837587	A0A1P8ASI6
837587	O82798
837587	Q2HIV3
33003	M9MSQ5
33003	Q8IQW0
33003	Q9VWB7
33002	Q8IQV9
37580	A0A0B4LG52
37580	Q9W237
37581	Q9W236
37586	O17432
33006	Q9W5X9
33005	Q9W5Y0
33004	Q9W5Y1
839816	A0A178W1W1
839816	Q8VWF5
123355	A0A024RC88
123355	B4DHL3
123355	Q86X40
123355	Q8NB41
831864	F4KFA3
831866	F4K7Z8
831866	Q9LFB2
831867	A0A2H1ZE54
831867	Q2HIM5
25275	A0A097BVJ5
25275	P13233
17494242	A0A0B6VJ05
17494242	P03204
7139	A0A0A0MRJ5
7139	P45379
7139	Q15607
7138	P13805
820810	A0A178VE45
820810	Q9LW12
820816	A0A178VKX2
820816	Q38882
820814	A0A178VNL0
820814	Q9LW08
7130	P98066
7133	P20333
7132	J9PH39
7132	P19438
7135	P19237
7134	P63316
7134	Q6FH91
7137	P19429
7137	Q6FGX2
7136	P48788
37631	Q02361
219181	E9Q774
219181	E9Q777
219181	Q8BSJ2
37633	A0A0B4K7E3
37633	A0A0B4K7M0
37633	Q0E8Y1
37633	Q9W1Y2
37633	Q9W1Y3
37635	Q9W1Y1
37636	A0A0B4KFY4
37636	F3YDF1
37636	Q9W1Y0
37637	A0A0B4KF31
37637	Q9W1X9
226026	A0A286YDG5
226026	Q8CG46
37639	Q9W1X7
219189	Q8CC88
821032	A0A178VH68
821032	Q9LUN2
313593	F1LUS2
51744	Q9BZW8
40607	P35600
40900	A0A1B2AJX4
40900	P52487
40605	P39768
585	A0A0S2Z3A9
585	Q96RK4
40603	Q9VN64
583	Q9BXC9
580	A0A087WZ19
580	A0A087X2H0
580	A0AVN2
580	F6MDI0
580	F6MDI1
580	F6MDI2
580	Q99728
581	I6LPK7
581	Q07812
581	Q5ZPJ0
581	Q5ZPJ1
821036	A0A1I9LMT8
821036	A0A1I9LMT9
821036	Q9LDR2
100037228	A2VDD7
40608	A0A0C4DHA1
40608	A8JQT5
40608	Q2M1E6
40608	Q9VN68
178958	Q22966
129881	B4DX81
129881	Q0VFZ6
178952	Q17978
178953	Q17979
178954	H2KYR7
178954	Q17982
178956	P54871
837325	A0A1P8ARF0
837325	Q9LN01
14728	Q64281
837327	A0A178WIP7
837327	O82811
313047	A0A0H2UHG0
313047	Q4KM49
47954	A0A1B2AJ63
47954	Q9VBL6
837322	A0A1P8ASM1
837322	Q9M658
14725	A2ARV4
837328	A0A178W7F7
837328	Q9LMZ9
444528	Q6GM86
175852	G5EEH9
172805	O18650
172807	O18036
172802	P90916
41899	Q8MY02
320129	Q3UYH7
320129	Q8BVT9
74374	Q80U30
175858	Q11178
38782	Q9VS21
38785	M9PEK0
38785	Q9VS24
29705	P62813
284058	A0A024R9Y2
284058	A0A1W2PRB5
284058	Q7Z3B3
834758	Q9LD45
171574	Q08877
843113	A0A178W9J1
843113	Q9C9V2
828296	Q93WT0
824500	Q9LFI5
814637	B3H5T8
814637	F4IM73
230126	Q6PD21
23463	A0A024R4F6
23463	B3KS61
23463	O60725
23464	A8K228
23464	O75600
853417	P47058
18119	P43021
38257	A2VEF9
38257	Q95RC8
38257	Q9W061
38256	Q9W062
398105	O13024
836075	Q24JI3
836075	Q8GWZ6
3640514	Q5A7Q4
23466	B0QXZ6
23466	O95503
823546	A0A178VHQ6
823546	Q9LXM6
33705	Q0E8T8
33705	Q9VMY0
5542	G3V1R1
5542	P04280
5540	P50391
23467	O95502
5546	A0A0S2Z456
5546	A0A0S2Z470
5546	Q92733
5546	Q96FT4
18503	P09084
38259	Q9W060
38258	Q9I7U5
30062	Q9Y2V3
37084	Q7K486
18505	P24610
18505	Q3TZM4
18505	Q3UGH9
18505	Q8BRF1
7941	Q13093
146754	Q9P225
18504	A0A0R4J267
18504	P32114
31332	P48555
31332	Q962I2
31331	E1JJD1
31331	E1JJE8
31331	M9NDN0
31331	M9NGP0
31331	Q8SY46
31331	Q9W4Q7
31331	X2JDM5
282068	O19116
174898	Q9NAI7
31335	C4NYP8
31335	E2QD63
31335	Q86DS1
174894	Q7K714
174894	Q9U2M6
31339	O77283
31339	Q1W9P9
31339	Q1W9Q0
174896	Q9NAJ7
174892	Q9NAK7
5890	A0A024R656
5890	C9JYJ0
5890	O15315
5891	Q49A77
5891	Q9UQ07
5892	O75771
5893	B7Z2G8
5893	B7Z5Q6
5893	F5GX32
5893	P43351
5893	Q5DR82
5894	A0A0S2Z4L5
5894	B4E0X2
5894	L7RRS6
5894	P04049
5896	P15918
5897	P55895
5898	P11233
11231	A0A0S2Z5M1
11231	Q9UGP8
830058	Q945F0
11234	Q9UPZ3
11235	C9J363
11235	Q9BUL8
11236	Q8WU17
11237	Q9Y225
124912	A0A080YUZ7
124912	E9PF91
124912	Q05C28
124912	Q8IXA5
2541816	Q10354
286987	Q64599
11819	D3YYP4
11819	P43135
11819	Q3UST6
819410	A0A178VN21
819410	O82265
379998	Q7ZWM1
34631	Q9VKB4
819419	A0A178VW69
819419	F4IN59
819419	Q9ZU82
379991	A0A1L8H157
379991	Q05116
326172	Q9VMU6
10228	O43752
34633	Q9VKB2
34632	Q9VKB3
842649	A0A178W9C9
842649	C0LGH8
842649	F4I233
3646493	P30575
812774	O96268
842642	A0A1P8AN05
842642	Q9SH22
812772	O96266
154467	Q9P0B6
231655	Q8VI94
285195	Q8IVB4
831241	A0A178UKS9
831241	P13114
831241	Q460R0
231659	E9PVA8
231659	Q3UHQ5
231659	Q8BIX2
231659	Q8BTM7
72401	A2ATS4
72401	G3X8X3
72401	Q8BSM7
39125	Q9VT25
39122	E2QCY4
39122	M9ND72
39122	M9NE70
39122	M9NFQ5
39122	M9PC07
39122	M9PEP1
39122	M9PF44
39122	Q9VT28
39123	Q9VT23
39129	Q9VT29
191718	Q23489
191713	P91329
191713	Q65ZG6
191716	Q27473
42470	Q9VDH8
398816	Q6PAW8
42477	A8JR57
42477	Q9VDH1
822416	A0A178V823
822416	O22609
42478	A8JR58
42478	Q8SXY1
842393	A0A178WGJ2
842393	Q9C952
829828	O23207
84844	A0A024R1U2
84844	Q7RTV0
12769	Q9WUT7
12768	P51675
12768	Q8BMH9
12768	Q8BVW4
84842	Q96IR7
56258	P70333
39533	B7Z048
39533	B7Z049
39533	M9PF56
39533	M9PFF3
39533	M9PFJ0
39533	M9PI53
39533	Q9VU98
12764	A0A0R4J0B4
12764	Q99KK2
177249	G5EDU4
177249	U4PEC2
498174	Q5RK08
832744	A0A2H1ZE77
820854	Q9LW77
832746	A0A178UI04
832746	Q6NPL4
832741	O04630
841400	Q9FXA3
850829	Q99271
836849	Q9FH99
850828	Q12367
833835	A8MR76
833835	Q84L30
836846	A0A178UQY8
836846	Q9FHA2
836845	Q9FHA3
833836	A0A178UA42
833836	P42644
836843	A0A178UB74
836843	Q9FHA5
833830	P10796
836840	F4K280
57446	Q5TH30
57446	Q9UGV2
176138	P34529
176139	P34514
2541978	Q92357
176134	P34524
57441	O88513
57441	Q3V295
176136	P34528
176137	P34522
176131	P34429
500538	P62961
500538	Q3ZAV2
818438	A0A178VY86
818438	Q9ZVH8
57443	Q8CDU1
57443	Q9CVV6
57443	Q9DC63
829149	A0A178V3Z0
829149	Q93VH1
829149	Q9SUL8
841409	Q9C6C8
831097	A0A178UR59
831097	Q9FMP0
829145	F4JPK5
829145	Q0WT08
829145	Q9SUM2
829142	A0A178UV39
829142	F4JPJ7
829142	P19456
829143	Q9SUM4
831093	A0A178UKD8
831093	Q9FMP3
831092	A0A178UGK3
831092	Q9FMP4
64098	A0A024R4U4
64098	Q9HBI0
64099	E9PYG5
64099	Q8CEF2
64099	Q9ERD8
824129	Q9M2Z1
824128	A0A178VK59
824128	Q9M2Z2
821339	A0A178VME6
821339	F4J7K1
821339	Q9LV27
821338	Q9LV28
850820	Q12220
64090	Q9H3Q3
64091	C9J3P7
64091	Q9HBU9
64092	Q9NSI8
64092	S6FRS6
824120	A0A178VF66
824120	A0A1I9LTU7
824120	Q9SCK1
64094	Q9H3U7
64096	Q9GZZ7
110157	Q99N57
42296	Q9VDZ9
42297	A0A0B4KGY5
42297	G7H7Y6
42297	P25724
42294	Q9VE00
42292	Q9VE02
42293	Q9VE01
42290	Q9VE04
42291	A0A0B4LHL7
42291	Q24251
827471	A0A178UTS8
827471	Q8W463
827472	A0A1P8B3H5
827472	O04294
369	A0A024R178
369	P10398
369	Q96II5
42298	Q9VDZ7
42298	Q9VDZ8
42299	Q9VDZ5
366	H0YK62
366	O43315
158427	Q5T7W7
834898	Q9LV70
7534	D0PNI1
7534	P63104
400735	O60810
41925	Q9VF20
7531	P62258
7531	V9HW98
41926	Q9VF18
41926	Q9VF19
41921	Q9VF24
41920	Q9VF25
41922	Q9VF23
10611	A0A024RDE8
10611	B7Z481
10611	B7Z8X5
10611	Q96HC4
10610	A0A024R8M1
10610	Q9UJ37
10613	D3DR65
10613	O75477
10612	B7Z5Y8
10612	O75382
10615	Q96R06
10614	O94992
10617	A0A140VK54
10617	O95630
10616	A6PVJ6
10616	A6PVK0
10616	Q9BYM8
10618	O43493
90204	Q9BR11
361	F1DSG4
361	P55087
361	V9PBN7
13496	A0A0R4J1A7
13496	Q62431
90203	A0A0S2Z632
90203	Q05DJ0
90203	Q8WY78
90203	Q969T3
13494	P32233
13494	Q5NBZ3
13495	Q9QXB9
55256	Q9BV57
176793	O45815
176795	G5EBU8
176795	G5EFT0
176796	Q9XVI9
55257	Q9NV56
176798	O45784
32671	Q86LG1
441476	B7ZM74
441476	Q8N7X2
32670	Q9VXA7
100303760	G1SYW9
812992	Q8I3T1
32677	Q9VXA0
55253	Q9NV66
13143	Q8VDF3
175449	Q18421
175448	Q09495
816781	Q8VYN6
824788	A0A178VDE0
824788	A0A1I9LP66
824788	Q9LYM0
175445	G5EEK2
179145	Q22936
20690	P48794
20690	Q5D1J0
32674	Q9VXA3
175441	Q21018
175440	Q09510
175443	Q21021
175443	Q86G90
175442	P52874
175442	Q2EEP3
374882	A0A024R7D3
374882	Q6UW68
830875	Q8VZV8
176869	G5EE01
830870	Q8GUK8
56356	Q9JL62
176860	O44413
176866	O44408
826789	A0A1P8B5I3
826789	A0A1P8B5J2
826789	Q9T051
20342	A0A0R4J135
20342	Q63836
306141	Q5HZA2
20346	O08665
55259	B4E376
55259	Q6TDU7
114143	Q3U889
114143	Q91V37
267019	P62245
267019	Q5M9M4
826787	A0A1P8B5Q1
826787	Q9T050
84107	Q8N9L1
495455	Q5U4R4
56357	Q9JHI5
824871	O80366
252907	Q8K4C9
824872	A0A1I9LQK6
824872	A0A1I9LQK7
824872	B9DGA0
824872	F4J244
824872	P53780
824875	Q9M1J2
824874	A0A178VF27
824874	Q9M1J3
824876	Q9M1J1
828369	A0A1P8B4A0
828369	O49654
828368	O49653
820177	Q8RY99
827786	A0A178V3Z8
827786	A0A178V4C0
827786	A0A1P8B450
827786	F4JUW0
827786	P94077
827787	Q9SUP0
827784	A0A178UY83
827784	P17745
168620	Q7RTS1
840124	A0A178WIS1
840124	Q9LQM8
827788	A0A178UUW6
827788	Q8GUI6
827789	A0A1P8B661
827789	Q24JN4
827789	Q9SPE5
828365	F4JLY4
176037	Q20865
4363023	Q09442
33133	Q9VR55
826438	Q8RY83
326618	Q6IRU2
79961	A0A024R0G2
79961	A0A024R0H5
79961	Q9H6A0
2540705	Q06975
2540707	Q10752
2540706	O60160
2540701	O60157
2540700	Q9P7K8
2540703	O42976
2540702	O60167
231798	H3BLL3
231798	Q921G6
3637410	Q5AHB8
2540709	O74345
339745	Q6IQ16
29542	P31044
29545	Q00981
7576	P17035
29547	O88801
29546	Q9Z214
191876	Q9GUB8
29548	Q9Z2X5
813289	Q8I3E5
229715	Q80ZD8
178235	A0A061ACE0
178235	A0A061AIT4
178235	A0A061AKJ3
178235	G5ECS7
178235	G5ECW4
178235	G5ECX1
178235	G5EGL0
178235	Q8I093
174790	P52709
174790	Q86D21
174797	Q19395
178232	Q18502
1358	P48052
1353	B4DEY8
1353	B4DI26
1353	Q9Y6N1
1352	Q12887
1351	P10176
1351	Q53XN1
1350	P15954
1357	P15085
1356	A5PL27
1356	P00450
1355	B4DQM2
1355	Q7KZN9
84153	A0A024R5B3
84153	Q8TDP1
64850	B7Z224
64850	E7ENR6
64850	Q8TBG4
59293	O70521
384557	E9Q6J4
50721	P59941
50721	Q3UKP1
4854	Q9UM47
110854	P58389
110854	Q543N6
174421	P47207
174422	Q22623
174428	Q18095
811491	Q8I4X4
66631	Q8CIA9
66637	G3X8S8
66637	Q8R3W5
395498	A0A1L1RLH6
395498	Q9I9D1
41997	Q9VEU9
395492	R4GM10
189231	Q23186
189234	Q23182
8360,8363,8362,8365,8367,8366	B2R4R0
8360,8363,8362,8365,8367,8366	P62805
8369	Q99525
64858	Q9H816
818787	A0A178VZY2
818787	P93758
283078	Q8IYA7
64859	Q96AH0
93408	Q9BUA6
829962	Q93VQ7
829962	Q9SZK6
216820	I7DM66
216820	Q99J47
389123	Q8IXL9
829969	A0A178UVX8
829969	A8MSD0
829969	O22446
836817	Q9FKZ7
822732	F4J5G5
389125	Q8IVN3
291534	Q5U2U7
2541077	O94692
2541070	O94511
2541071	Q10337
2541072	Q9Y7Y0
75617	P62852
75617	Q58EA6
10289	O60739
10289	Q6FG85
2541078	Q9UUA6
2541079	Q9HGM3
100807109	A0A0R0IFL7
100807109	I1KPE6
212307	E9Q6X0
212307	Q8R001
151126	Q569K4
500985	D3ZV15
318633	Q8T959
127002	Q5T6C5
284071	A2RUB1
6533	A0A087WY96
6533	B4E140
6533	P31641
6533	Q59GD7
843251	F4I0K2
10281	P56555
843258	Q9ZRF9
56910	Q9NQZ5
3644145	Q59X67
100142659	P0CG41
100142659	Q8IX94
839407	Q9SRX2
32512	Q9VXR1
55770	A0A024QZT2
55770	Q96KP1
32510	Q9VXR3
32510	X2JC16
32510	X2JDY2
32510	X2JF73
32510	X2JF83
32510	X2JFK0
32510	X2JKH9
32511	Q9VXR2
32516	Q9VXQ7
51095	A0A024R2H7
51095	Q96Q11
32514	P45890
32515	Q9VXQ8
51098	Q9Y366
55778	A8K0R7
4379844	Q0KIB0
4379844	Q0KIB1
54856	A4PB67
54856	A4PB68
54856	Q14BN2
54856	Q3T8J9
54856	Q9H986
169714	Q6ZRP7
51109	A0A0S2Z583
51109	Q8TC12
2542673	Q10166
2542671	Q9UT34
17281	Q8VDC1
2542677	P27574
2542675	Q10498
2542674	P40848
2542679	Q10434
2542678	O14029
114664	Q9EQ06
282307	P23727
110323	P56391
104457	A2CF83
104457	D3Z687
104457	Q9DCT6
68514	Q8CD10
104458	Q9D0I9
57733	A8K9N1
57733	B7Z536
57733	Q9H227
57732	Q9HCC9
57731	Q9H254
810738	Q8III3
840007	Q94F00
215789	A1L3S9
215789	B1AVN9
215789	F7D4H5
215789	Q3UQ19
215789	Q3UTF8
3562	P08700
810417	Q8IJD8
41561	Q9VG42
227331	G3UYG6
227331	Q6Y7W8
227331	Q8C585
1116	A0A024R969
1116	P36222
389874	Q8WW36
304150	D4ACD3
100137689	A0A1L8EXA1
100137689	A9UMN3
817719	A0A178VT49
817719	Q9SIP7
25104	P52873
301309	D4A831
817715	A0A178VYF3
817715	O04922
25101	Q6PW51
496212	A0A1L8G7A2
496212	Q5M7F6
817711	F4IQV7
816100	Q9XII4
57102	Q9NQ89
330474	E9Q8K8
330474	Q6ISX3
330474	Q6PAI8
330474	Q6ZPZ3
68519	D3Z4J9
68519	Q05BC3
281496	P41976
810849	Q8II72
816103	A0A178VRG9
816103	O24520
816103	Q0WSU5
544971	Q571C7
816104	Q9XII1
24852	P09495
810840	Q8II81
24855	A0A0G2JSL4
24855	P49816
2475	P42345
653604	Q71DI3
422505	A0A1L1RQF9
309684	B2RYB8
57192	Q9GZU1
343450	A9LNM6
343450	Q6UVM3
57190	Q9NZV5
373836	Q9DEZ1
57194	O60312
616800	P68432
818463	A0A178W033
818463	Q0WRN0
818463	Q9SII0
829558	A0A178V5S0
829558	Q9C5D0
340595	Q6ZR62
335881	E7F876
335881	Z4YJ74
444232	A0A1L8FYN9
444232	Q6GNY1
293705	B2RYG6
208151	F7BAB2
196883	Q86TZ7
196883	Q8NFM4
2200	P35555
81601	Q3UJQ1
81601	Q8CHK4
843517	A0A178WLX1
843517	Q8GW89
124930	A0A024QZ29
124930	B3KS27
124930	Q86YJ7
9649	Q5JS13
9648	B3KR21
9648	Q8IWJ2
107435	Q8BY71
9644	B3KPL1
9644	Q5TCZ1
9647	B5MCT7
9647	P49593
9646	Q6PD62
9641	A0A075B7B4
9641	Q14164
9640	Q92610
9643	Q15014
2205	P12319
37032	A1ZAZ8
37033	C7LAB6
37033	O96838
37030	A1ZAZ6
37031	A1ZAZ7
37036	Q7K0Y1
2206	A0A0B4J2E9
2206	Q01362
37035	Q7K738
37038	A0A0B4K7F6
37038	A0A0B4LFT7
37038	P13002
37039	Q7JRH7
187504	O61975
2208	K3W4U1
2208	P06734
81609	Q96L92
855818	Q08974
11610	Q9WVK0
19171	O35955
811719	Q8ILV5
2903	Q12879
2903	Q547U9
2903	Q59EW6
2902	Q05586
2902	Q59GW0
2902	Q5VSF9
841496	A0A178W1D3
841496	Q9C6T7
77630	B2RU90
77630	Q8BZ97
841495	A0A1P8ATR6
841495	A0A1P8ATS8
841495	F4I6L0
841492	A0A178W751
841492	A0A1P8ANC2
841492	A0A1P8AND9
841492	Q9C6P3
851150	Q00416
841490	Q9C6P5
116236	Q6UXT9
2900	A6H8K8
2900	B2RAP6
2900	Q16099
838445	A0A178W417
838445	A0A1P8AMY1
838445	O82796
2541881	Q09768
2906	O15399
2906	Q59G17
2905	H0Y2V8
2905	O15398
2905	Q14957
2905	Q8IW23
43038	B5RIV8
43038	P22745
2541882	Q09700
3642093	Q5A399
223527	A0A2I3BRK6
223527	Q9JIX0
100328595	P21195
705	Q13895
2909	Q9NRY4
3885786	Q6LFN2
842377	A0A178WBU3
842377	F4HRL9
842377	Q9C6C2
851159	P57743
814439	O77344
67222	Q9CZ91
67223	Q9CYX7
67220	Q9JIY0
811401	Q8I562
67224	Q9DB91
67225	Q3UZ01
685055	D3Z822
851518	Q07350
851512	Q07351
851513	P20604
108014	Q9D0B0
851511	P50112
851516	P38913
851517	P10849
851514	Q12408
851515	O75012
3885958	C6KSW1
68564	Q5F2E7
68566	Q9DCA7
3376	P41252
3376	Q6P0M4
3376	Q7L4K8
3375	A0A024RAU1
3375	P10997
3373	A0A024R2X3
3373	A0A0S2Z3Q0
3373	B3KUI5
3373	Q12794
219743	Q2T9J0
3371	B4E1W8
3371	J3QSU6
3371	P24821
3371	Q4LE33
380261	Q7ZY47
380267	Q7ZY44
67689	Q3TX25
67689	Q80VQ0
496405	Q5KTT8
43036	A0A0B4LHM9
43036	Q9VBV3
2541362	O94255
2541917	O13935
2541916	O13936
2541914	O14086
31139	Q7KW09
31139	Q9W554
2541912	Q9UT51
2541911	Q9HGP8
2541910	Q09191
4246	O75556
4247	Q10469
31137	O96824
4245	P26572
31130	C6K8G3
31130	C6K8G4
31130	M9NDJ0
31130	M9NE37
31130	M9NEQ7
31130	M9NFQ6
31130	M9NFQ8
31130	M9NGI0
31130	Q2PE36
31130	Q9NII1
31130	X2JDG6
31130	X2JHZ2
2541919	Q9UTD7
31132	Q9W560
219749	P17030
21388	P70326
21388	Q5CZX7
225207	Q6KAS7
91304	B3KTL0
91304	Q4ZIN3
79255	B0BMW3
79255	Q9ES19
48	P21399
48	Q9HBB2
48	V9HWB7
49	P10323
47	A0A024R1T9
47	A0A024R1Y2
47	P53396
47	Q4LE36
43	P22303
40	Q16515
41	A8K1U5
41	P78348
2541485	Q09805
190557	Q9XTS9
3361470	Q7LL22
13654	P08152
13654	Q3U207
3361477	Q10256
3361476	Q874R1
825253	A0A178V6R9
825253	F4JD01
825253	P42742
35308	Q9VIM8
35309	A4V0X6
31291	M9PIW5
31291	Q9W4U0
79223	A0A0G2K785
79223	D3ZCI0
79223	Q63060
825254	A0A178VB04
825254	Q8L4Y5
35303	Q9VIN6
34179	B5RJR1
34179	M9MRE4
825259	Q9LZX6
35306	A8DZ19
35306	A8DZ20
35306	C3KGL5
35306	M9PBE8
35306	M9PGB1
35306	Q9VIN1
35305	M9ZVK8
35305	P40796
181905	P46560
181904	P46558
23198	Q14997
181902	Q17466
23194	Q9UJT9
188620	Q9XUN5
23196	Q9NZB2
23197	Q96CS3
23190	Q92575
23191	Q7L576
23192	B3KVU2
23192	Q9Y4P1
23193	B4DIW2
23193	B4DSM6
23193	B4DZ53
23193	E9PKU7
23193	F5H6X6
23193	Q14697
23193	V9HWJ0
838442	A0A178W5A3
838442	Q9FZ82
79125	Q6IMZ3
308650	Q6AY09
832475	A0A178U9E2
832475	Q9FL63
25938	F5H619
25938	Q86XA9
25934	Q9UFN0
2539679	Q09746
25936	Q53FM2
25936	Q5SY74
25936	Q96IY1
25937	Q9GZV5
25930	B4DST5
25930	Q9H3S7
816875	A0A178VXT6
816875	Q67Y93
25932	Q6FIC5
25932	Q9Y696
2542351	P87137
31293	M9NE67
31293	P07207
314393	D4ABD7
314397	A0A0G2K0G9
314397	D3ZFZ0
431810	Q6NRP6
104718	A0A1Y7VL44
104718	E9Q6P5
77044	E9Q7E2
77044	Q9D982
76960	E9Q8Q5
76960	Q80YN3
23443	A0A1W2PQL8
23443	A0A1W2PRT7
23443	A0A1W2PSD1
23443	Q9Y2D2
23446	A0A024R151
23446	Q8WWI5
72429	A2ALW5
177223	D7SFK5
177223	D7SFK7
177223	H2KZT6
177223	H2KZT7
177223	H2KZT8
177223	U4PAK4
177223	U4PAZ0
177223	U4PDU4
177223	U4PLE4
177223	U4PQQ4
326158	Q8IP91
855518	P32573
2870783	Q00664
326155	Q9VJH2
855517	P32572
855514	P40160
855515	P40161
855512	P40150
855513	P40159
855510	P53869
855511	P16523
852159	Q7M4S9
854577,852158	P0CX20
854577,852158	P0CX21
854577,852158	P0CX22
852153	Q03036
852152	Q03034
852150	P33751
852155	Q03050
852154	Q03049
853209	P53341
171973	P91179
32656	Q9VXC1
32656	X2JFG6
32651	Q9VXC5
32650	Q9VXC6
171977	P91479
853200	P53336
853201	P53337
853202	P32527
853203	P32451
853204	P53051
853205	P53338
853207	P53048
6150	A0A024RCB2
6150	A8MYK1
6150	Q16540
6152	P83731
6152	V9HW01
6154	P61254
6155	A0A024R1V4
6155	P61353
6156	A0A024R9D3
6156	P62888
6157	P46776
6158	P46779
6159	P47914
4528	P46199
4528	Q6P1N2
180367	B5BM46
180367	F1LIN5
180367	Q9XTY6
180368	Q9XTY5
3643925	A0A1D8PIQ0
181010	A8WFH5
181010	H2L041
181010	H2L042
181013	P34688
378937	Q8BHA1
181019	Q19202
181018	G5EFV8
816124	Q9SIX1
833437	A0A1P8BAZ2
833437	F4JWV5
833437	F4JWV6
833437	Q9FZP1
4521	A0A024R819
4521	A0A024R858
4521	P36639
816121	A0A1P8B0Z5
816121	C0LGK4
3643926	A0A1D8PIP3
817833	O48844
817832	A0A178VXM5
817832	A0A1P8AX49
817832	O48845
817831	B4F7P5
817831	Q8GYJ3
817830	A0A178VQH2
817830	O48847
817837	A0A178VW71
817837	Q8VZI7
817835	A0A1P8B0M3
817835	O48842
817839	Q9FPT5
3643927	Q59XU5
220002	F5H1Q2
220002	Q8NBI2
31792	E1JJF8
31792	E1JJF9
31792	M9NEZ5
31792	P20241
132724	Q86T26
42906	Q9VC87
31795	Q7KVS9
42904	A0A0B4KGY2
42904	Q8IMW9
42904	Q9VC89
42905	Q8SZ63
42903	A0A0B4KHD9
42903	A0A0B4KHS5
42903	A0A0B4KI02
42903	Q8IGI0
42903	Q9VC90
42900	Q9VC93
42901	Q9VC92
38437	Q9I7T6
38436	Q9VZN4
38435	Q9VZN6
2539650	Q9P777
38433	M9PE01
38433	Q7KM03
38433	Q7KM04
38433	Q7KM05
38433	Q7KM08
38433	Q9XTK9
38432	P29681
2539655	O94639
2539654	O74323
391004	Q5VTA0
2539659	Q9Y7Z8
2539658	Q9Y812
38438	A8JNJ8
38438	D4G7A5
38438	E0R7R0
38438	M9MRV3
38438	M9PE70
38438	Q7YU16
38438	Q9VZM9
38438	Q9VZN0
38438	Q9VZN2
11637	Q9WTP6
70060	Q3V2M5
70060	Q6P8X3
70060	Q9D9T6
51302	A0A087WTD2
51302	B7Z786
51302	Q9NYL5
130132	Q52LD8
100322881	Q8VD40
70069	Q8CJI4
856359	P38740
856358	P33400
856351	P10080
856350	P38735
856353	P32190
856352	P17076
856355	P38737
856354	P38736
856357	P38739
856356	P38738
854263	P26786
854262	Q12189
854261	P40994
854260	Q12275
854267	Q12289
854266	P27810
854265	P20676
854264	Q12274
854268	P01119
51309	A0A024RCI6
51309	Q9P291
122769	Q6AWA7
122769	Q96L50
172305	O02164
172304	O02163
172303	G5ECY6
172302	O02161
172301	O02158
246317	Q8R4I7
172309	O01862
172308	O01861
70392	Q3KNI9
70392	Q9D738
122704	G5E9P5
122704	Q86TS9
780755	P18117
854285	Q12108
36028	A0A0B4KEI3
36028	A1Z814
36028	E1JH23
820377	A0A178VFR5
820377	Q9LHL8
5297	B4DYG5
5297	P42356
5297	Q4LE69
36022	Q6NN40
36023	Q7JZC5
36020	Q0E9E2
36020	Q7KN97
823842	Q9STG1
36027	A1Z818
36027	E1JH24
36027	E1JH25
36024	E2QC93
36024	Q7JUR5
36025	A0A0B4LEK8
36025	A1Z813
84676	Q969Q1
175074	G5EDN1
84674	Q9BX69
33219	Q27367
20222	D3YW09
20222	G3UVU2
20222	Q7TN25
33212	H1UUI8
33212	Q95RJ9
854281	Q12219
33210	P20028
33211	E8NH12
33211	P91926
33214	M9PBK5
33214	P08570
33215	Q9VPP7
843949	A0A1P8ASH3
843949	A0A1P8ASH8
843949	A0A1P8ASI0
843949	A0A1P8ASM8
843949	F4I2A4
379321	O42480
33184	Q9VPL5
326129	Q9VDX4
219621	Q8IVU9
20227	Q9Z315
5291	B4DER4
5291	B4DZI3
5291	P42338
20226	P26638
20226	Q8C483
39746	P54358
39747	M9PFE4
39747	Q9VUW9
39744	M9PFM5
39744	M9PFS6
39744	P25439
39745	P25160
39742	Q9VUW4
3772329	Q9V444
39740	Q9VUW2
64327	Q8WVP7
83901	A0A140TA58
83901	Q9BYQ0
83900	Q9BYQ3
39748	M9PFN0
39748	Q9VUX0
812928	Q8I469
812929	Q8I455
441381	Q50LG9
812922	Q8I463
314633	B5DFK6
812921	Q8I461
812926	Q8I468
79692	A0A024QZZ4
79692	Q6U7Q0
314637	Q5U1X7
836431	A0A178URK5
836431	B1PXB9
836431	Q9FML2
41767	P23779
41766	Q9VFI3
41762	Q9VFI7
41761	Q4V5L4
41760	A0A0B4KFZ3
41760	A0A0B4LH87
41760	Q9VFI9
79694	Q5SRI9
36732	Q7K0Q2
27979	Q8JZQ9
379610	Q6PGS1
41768	Q29R10
2543156	Q9UT04
57605	Q9BZ72
57605	Q9UF51
79696	A0A024R6E6
79696	J3KMY6
79696	Q53FD0
246331	Q9QWJ9
820994	A0A1I9LSG4
820994	Q8H1E8
174226	P18831
7079	Q99727
174225	Q09631
174225	Q5H9N2
174225	Q5H9N3
7074	Q13009
7075	B4DTW8
7075	P35590
7076	B4DJK3
7076	P01033
7076	Q6FGX5
7077	A0A140VK57
7077	P16035
7070	B0YJA4
7070	P04216
7071	Q13118
