Entry,Entry name,,Protein families,Cross-reference (Pfam),Cross-reference (PIRSF),Organism,Organism ID
P39004,HXT7_YEAST,reviewed,"Major facilitator superfamily, Sugar transporter (TC 2.A.1.1) family",PF00083;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12373,HIF1_YEAST,reviewed,NASP family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06674,HIM1_YEAST,reviewed,,PF08732;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P06775,HIP1_YEAST,reviewed,"Amino acid-polyamine-organocation (APC) superfamily, YAT (TC 2.A.3.10) family",PF00324;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40545,HIS4_YEAST,reviewed,HisA/HisF family,PF00977;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P12683,HMDH1_YEAST,reviewed,HMG-CoA reductase family,PF00368;PF13323;PF12349;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P20050,HOP1_YEAST,reviewed,,PF02301;,PIRSF010751;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53096,HOS2_YEAST,reviewed,"Histone deacetylase family, HD type 1 subfamily",PF00850;,PIRSF037913;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39979,HPA3_YEAST,reviewed,"Acetyltransferase family, GNAT subfamily",PF00583;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12214,HOS1_YEAST,reviewed,"Histone deacetylase family, HD type 1 subfamily",PF00850;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q99332,HPH1_YEAST,reviewed,,PF13694;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40481,HPM1_YEAST,reviewed,"Methyltransferase superfamily, METTL18 family",,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P17629,HPR1_YEAST,reviewed,,PF11957;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04178,HPRT_YEAST,reviewed,Purine/pyrimidine phosphoribosyltransferase family,PF00156;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08109,HRD1_YEAST,reviewed,HRD1 family,PF13639;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08732,HRK1_YEAST,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q99383,HRP1_YEAST,reviewed,,PF00076;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38274,HSL7_YEAST,reviewed,"Class I-like SAM-binding methyltransferase superfamily, Protein arginine N-methyltransferase family",PF05185;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25619,HSP30_YEAST,reviewed,Archaeal/bacterial/fungal opsin family,PF01036;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P09435,HSP73_YEAST,reviewed,Heat shock protein 70 family,PF00012;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39987,HSP7E_YEAST,reviewed,Heat shock protein 70 family,PF00012;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53687,HST3_YEAST,reviewed,"Sirtuin family, Class I subfamily",PF02146;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P48362,HGH1_YEAST,reviewed,HGH1 family,PF04063;PF04064;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P28817,HIBCH_YEAST,reviewed,"Enoyl-CoA hydratase/isomerase family, Mitochondrion-specific ribosomal protein mS47 subfamily",PF16113;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32480,HIR2_YEAST,reviewed,WD repeat HIR1 family,PF07569;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P06633,HIS7_YEAST,reviewed,Imidazoleglycerol-phosphate dehydratase family,PF00475;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P48353,HLJ1_YEAST,reviewed,,PF00226;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P19807,HNM1_YEAST,reviewed,"Amino acid-polyamine-organocation (APC) superfamily, Amino acid/choline transporter (ACT) (TC 2.A.3.4) family",PF13520;,PIRSF006060;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q05827,HOR7_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q02959,HOS3_YEAST,reviewed,"Histone deacetylase family, HD type 1 subfamily",PF00850;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12039,HMI1_YEAST,reviewed,"Helicase family, UvrD subfamily",PF13361;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CY11,HMRA1_YEAST,reviewed,MATA1 family,PF00046;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q99181,HSH49_YEAST,reviewed,,PF00076;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04344,HNT1_YEAST,reviewed,,PF01230;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P09932,HO_YEAST,reviewed,,PF05204;PF05203;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32478,HS150_YEAST,reviewed,PIR protein family,PF00399;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P10961,HSF_YEAST,reviewed,HSF family,PF00447;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P34244,HSL1_YEAST,reviewed,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",PF00069;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32589,HSP7F_YEAST,reviewed,Heat shock protein 70 family,PF00012;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53685,HST1_YEAST,reviewed,"Sirtuin family, Class I subfamily",PF04574;PF02146;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12134,HUA2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12405,LPX1_YEAST,reviewed,,PF12697;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38828,LSM12_YEAST,reviewed,LSM12 family,PF09793;,PIRSF007783;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04781,LTN1_YEAST,reviewed,LTN1 family,PF13639;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P35192,MAC1_YEAST,reviewed,,PF00649;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P34234,LOT5_YEAST,reviewed,LOT5 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P50113,LYS5_YEAST,reviewed,"P-Pant transferase superfamily, AcpS family",PF01648;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38999,LYS9_YEAST,reviewed,Saccharopine dehydrogenase family,PF16653;PF03435;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06508,LOA1_YEAST,reviewed,1-acyl-sn-glycerol-3-phosphate acyltransferase family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q02783,LPE10_YEAST,reviewed,CorA metal ion transporter (MIT) (TC 1.A.35) family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P41318,LST8_YEAST,reviewed,WD repeat LST8 family,PF00400;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P34078,LTV1_YEAST,reviewed,LTV1 family,PF04180;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47074,MAD3_YEAST,reviewed,,PF08311;PF08171;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07508,LUC7_YEAST,reviewed,Luc7 family,PF03194;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32487,LYP1_YEAST,reviewed,"Amino acid-polyamine-organocation (APC) superfamily, YAT (TC 2.A.3.10) family",PF00324;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40958,MAD2_YEAST,reviewed,MAD2 family,PF02301;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P03879,MBI4_YEAST,reviewed,LAGLIDADG endonuclease family,PF00033;PF00961;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P23493,MBR1_YEAST,reviewed,ISF1/MBR1 family,PF17058;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08601,MCA1_YEAST,reviewed,Peptidase C14B family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25579,LRE1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53145,LSG1_YEAST,reviewed,"TRAFAC class YlqF/YawG GTPase family, LSG1 subfamily",PF01926;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40957,MAD1_YEAST,reviewed,MAD1 family,PF05557;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04005,LIC4_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04087,LRS4_YEAST,reviewed,,PF10422;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P07702,LYS2_YEAST,reviewed,ATP-dependent AMP-binding enzyme family,PF00501;PF07993;PF00550;,PIRSF001617;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38801,LRP1_YEAST,reviewed,C1D family,PF04000;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25369,LSB5_YEAST,reviewed,LSB5 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P57743,LSM3_YEAST,reviewed,SnRNP Sm proteins family,PF01423;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06406,LSM6_YEAST,reviewed,"SnRNP Sm proteins family, SmF/LSm6 subfamily",PF01423;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P49367,LYS4_YEAST,reviewed,Aconitase/IPM isomerase family,PF00330;PF00694;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53281,LSB1_YEAST,reviewed,LSB1 family,PF00018;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P42951,LSB6_YEAST,reviewed,PI3/PI4-kinase family,PF00454;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P34239,LST4_YEAST,reviewed,LST4 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40971,LYS14_YEAST,reviewed,,PF11951;PF00172;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38998,LYS1_YEAST,reviewed,AlaDH/PNT family,PF05222;,PIRSF018250;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P41910,MAF1_YEAST,reviewed,MAF1 family,PF09174;,PIRSF037240;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53048,MAL11_YEAST,reviewed,"Major facilitator superfamily, Sugar transporter (TC 2.A.1.1) family",PF00083;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P30952,MASY_YEAST,reviewed,Malate synthase family,PF01274;,PIRSF001363;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38203,LSM2_YEAST,reviewed,SnRNP Sm proteins family,PF01423;,PIRSF016394;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40089,LSM5_YEAST,reviewed,SnRNP Sm proteins family,PF01423;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P07866,LTE1_YEAST,reviewed,LTE1 family,PF00617;PF00618;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06436,MAG2_YEAST,reviewed,RNF10 family,PF13445;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P22134,MAG_YEAST,reviewed,Alkylbase DNA glycosidase AlkA family,PF00730;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03677,MTND_YEAST,reviewed,Acireductone dioxygenase (ARD) family,PF03079;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04149,MUS81_YEAST,reviewed,XPF family,PF02732;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P08964,MYO1_YEAST,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Myosin family",PF00063;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03429,MZM1_YEAST,reviewed,"Complex I LYR family, MZM1 subfamily",,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32492,MYO4_YEAST,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Myosin family",PF01843;PF00612;PF00063;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32505,NAB2_YEAST,reviewed,NAB2 family,PF11517;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53919,NAF1_YEAST,reviewed,NAF1 family,PF04410;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q99271,NAH1_YEAST,reviewed,Fungal Na(+)/H(+) exchanger family,PF00999;PF08619;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08471,MSA1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q05812,MSC3_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38590,MSG5_YEAST,reviewed,"Protein-tyrosine phosphatase family, Non-receptor class dual specificity subfamily",PF00782;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P33749,MSN4_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40990,MSS2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53077,MTC3_YEAST,reviewed,,PF02936;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53944,MTQ1_YEAST,reviewed,Protein N5-glutamine methyltransferase family,PF05175;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47047,MTR4_YEAST,reviewed,"Helicase family, SKI2 subfamily",PF00270;PF08148;PF00271;PF13234;,PIRSF005198;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12093,MTU1_YEAST,reviewed,MnmA/TRMU family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P23059,NAA38_YEAST,reviewed,,PF01423;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04751,NAA40_YEAST,reviewed,"Acetyltransferase family, NAA40 subfamily",PF00583;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P34232,MTR2_YEAST,reviewed,,PF10429;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P50276,MUP1_YEAST,reviewed,,PF13520;,PIRSF006060;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32377,MVD1_YEAST,reviewed,Diphosphomevalonate decarboxylase family,PF00288;,PIRSF015950;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40959,MVP1_YEAST,reviewed,Sorting nexin family,PF00787;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12387,NAA25_YEAST,reviewed,MDM20/NAA25 family,PF09797;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38879,NACA_YEAST,reviewed,NAC-alpha family,PF01849;,PIRSF015901;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P33748,MSN2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P28737,MSP1_YEAST,reviewed,AAA ATPase family,PF00004;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53176,MST27_YEAST,reviewed,DUP/COS family,PF00674;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CY08,MTAL2_YEAST,reviewed,TALE/M-ATYP homeobox family,PF00046;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47018,MTC1_YEAST,reviewed,MTC1 family,PF10310;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39731,MTW1_YEAST,reviewed,Mis12 family,PF05859;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25566,MXR2_YEAST,reviewed,MsrB Met sulfoxide reductase family,PF01641;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12317,MSB4_YEAST,reviewed,,PF00566;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25846,MSH1_YEAST,reviewed,DNA mismatch repair MutS family,PF01624;PF05188;PF05192;PF00488;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P52918,MSN5_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36006,MYO3_YEAST,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Myosin family",PF00063;PF06017;PF00018;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04439,MYO5_YEAST,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Myosin family",PF00063;PF06017;PF00018;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38795,NADE_YEAST,reviewed,NAD synthetase family,PF00795;PF02540;,PIRSF006630;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P27929,NAM9_YEAST,reviewed,Universal ribosomal protein uS4 family,PF01479;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53914,NAT10_YEAST,reviewed,"RNA cytidine acetyltransferase family, NAT10 subfamily",PF08351;PF13718;PF05127;PF13725;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06504,NAT3_YEAST,reviewed,"Acetyltransferase family, GNAT subfamily",PF00583;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12207,NCE2_YEAST,reviewed,NCE102 family,PF01284;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03735,NAB6_YEAST,reviewed,,PF10567;PF10378;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGN9,NAG1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P12945,NAT1_YEAST,reviewed,,PF12569;,PIRSF000422;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08689,NAT5_YEAST,reviewed,Acetyltransferase family,PF00583;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P52920,NBP35_YEAST,reviewed,"Mrp/NBP35 ATP-binding proteins family, NUBP1/NBP35 subfamily",PF10609;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12163,NBP2_YEAST,reviewed,,PF00018;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12143,NSL1_YEAST,reviewed,,PF08641;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P27476,NSR1_YEAST,reviewed,RRM GAR family,PF00076;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08214,NTH2_YEAST,reviewed,Nth/MutY family,PF00730;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36118,NTR2_YEAST,reviewed,,PF15458;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q02630,NU116_YEAST,reviewed,Nucleoporin GLFG family,PF04096;PF13634;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40064,NU157_YEAST,reviewed,Non-repetitive/WGA-negative nucleoporin family,PF03177;PF08801;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38181,NU170_YEAST,reviewed,Non-repetitive/WGA-negative nucleoporin family,PF03177;PF08801;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P52593,NU188_YEAST,reviewed,,PF10487;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q00402,NUM1_YEAST,reviewed,,PF12814;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25366,OCA4_YEAST,reviewed,,PF03162;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03125,NRG1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P52891,NUP84_YEAST,reviewed,Nup84/Nup107 nucleoporin family,PF04121;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12255,NYV1_YEAST,reviewed,Synaptobrevin family,PF09426;PF00957;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53081,NIF3_YEAST,reviewed,GTP cyclohydrolase I type 2/NIF3 family,PF01784;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
