Entry,Entry name,,Protein families,Cross-reference (Pfam),Cross-reference (PIRSF),Organism,Organism ID
Q9US06,PAF1_SCHPO,reviewed,PAF1 family,PF03985;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HDU6,PANE_SCHPO,reviewed,Ketopantoate reductase family,PF02558;PF08546;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7W0,OPA3_SCHPO,reviewed,OPA3 family,PF07047;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94277,PABS_SCHPO,reviewed,Anthranilate synthase component I family,PF04715;PF00425;PF00117;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P22192,PAC1_SCHPO,reviewed,,PF00035;PF00636;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09672,PANB_SCHPO,reviewed,PanB family,PF02548;,PIRSF000388;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUK3,OTU2_SCHPO,reviewed,,PF02338;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7Y7,P5CR_SCHPO,reviewed,Pyrroline-5-carboxylate reductase family,PF03807;PF14748;,PIRSF000193;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09807,PALA_SCHPO,reviewed,PalA/RIM20 family,PF03097;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59816,ODP2_SCHPO,reviewed,2-oxoacid dehydrogenase family,PF00198;PF00364;PF02817;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94709,ODPX_SCHPO,reviewed,2-oxoacid dehydrogenase family,PF00364;PF02817;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74546,OMH3_SCHPO,reviewed,Glycosyltransferase 15 family,PF01793;,PIRSF018153;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q8TFH3,OST3_SCHPO,reviewed,OST3/OST6 family,PF04756;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13974,OTU1_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13865,PAN3L_SCHPO,reviewed,"Protein kinase superfamily, PAN3 family",,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09671,OYEB_SCHPO,reviewed,NADH:flavin oxidoreductase/NADH oxidase family,PF00724;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q92351,PCP1_SCHPO,reviewed,,PF07989;PF10495;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14284,OXR1_SCHPO,reviewed,OXR1 family,PF07534;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10172,PAN1_SCHPO,reviewed,PAN1 family,PF08226;PF12763;PF02205;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09798,PAN2_SCHPO,reviewed,"Peptidase C19 family, PAN2 subfamily",PF00929;PF13423;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94680,PDAT_SCHPO,reviewed,"AB hydrolase superfamily, Lipase family",PF02450;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7H4,PTPA2_SCHPO,reviewed,PTPA-type PPIase family,PF03095;,PIRSF016325;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P380,PTR2_SCHPO,reviewed,PTR2/POT transporter (TC 2.A.17) family,PF00854;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q92462,PUB1_SCHPO,reviewed,,PF00168;PF00632;PF00397;,PIRSF001569;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14326,PUB3_SCHPO,reviewed,,PF00168;PF00632;PF00397;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q02787,PURA_SCHPO,reviewed,Adenylosuccinate synthetase family,PF00709;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74766,PUT2_SCHPO,reviewed,Aldehyde dehydrogenase family,PF00171;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14200,PXA1_SCHPO,reviewed,,PF02194;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14111,PSD3_SCHPO,reviewed,"Phosphatidylserine decarboxylase family, PSD-B subfamily, Eukaryotic type II sub-subfamily",PF00168;PF02666;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTC3,PSF3_SCHPO,reviewed,GINS3/PSF3 family,PF05916;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P32586,PYP2_SCHPO,reviewed,"Protein-tyrosine phosphatase family, Non-receptor class subfamily",PF00581;PF00102;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTB5,PSD2_SCHPO,reviewed,"Phosphatidylserine decarboxylase family, PSD-B subfamily, Eukaryotic type I sub-subfamily",PF02666;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94393,PSMD9_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UR09,PSU1_SCHPO,reviewed,SUN family,PF03856;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
C6Y4C1,PT117_SCHPO,reviewed,PET117 family,PF15786;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6N2,PTF1_SCHPO,reviewed,HAD-like hydrolase superfamily,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59721,PUS4_SCHPO,reviewed,Pseudouridine synthase TruB family,PF01509;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P27574,PYP1_SCHPO,reviewed,"Protein-tyrosine phosphatase family, Non-receptor class subfamily",PF00581;PF00102;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P20772,PUR2_SCHPO,reviewed,GARS family; AIR synthase family,PF00586;PF02769;PF01071;PF02843;PF02844;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94561,PRX_SCHPO,reviewed,AhpC/TSA family,PF00578;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13729,PUN1_SCHPO,reviewed,SUR7 family,PF06687;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74806,PTH_SCHPO,reviewed,PTH family,PF01195;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTG2,PUB2_SCHPO,reviewed,,PF00632;PF00397;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7X6,PSF1_SCHPO,reviewed,GINS1/PSF1 family,PF05916;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10264,PSO2_SCHPO,reviewed,DNA repair metallo-beta-lactamase (DRMBL) family,PF07522;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P15567,PUR6_SCHPO,reviewed,"AIR carboxylase family, Class I subfamily",PF00731;PF02222;,PIRSF001340;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUJ0,PVG5_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USX0,PVG3_SCHPO,reviewed,Glycosyltransferase 31 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59770,PSA7_SCHPO,reviewed,Peptidase T1A family,PF00227;PF10584;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UQY2,PSB6_SCHPO,reviewed,Peptidase T1B family,PF00227;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USQ9,PSB7_SCHPO,reviewed,Peptidase T1B family,PF00227;,PIRSF001213;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q12706,PSK1_SCHPO,reviewed,"Protein kinase superfamily, AGC Ser/Thr protein kinase family, S6 kinase subfamily",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTS0,PSP3_SCHPO,reviewed,Peptidase S8 family,PF05922;PF00082;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P41390,PUR1_SCHPO,reviewed,Purine/pyrimidine phosphoribosyltransferase family,PF00156;,PIRSF000485;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14228,PUR4_SCHPO,reviewed,FGAMS family,PF02769;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43063,PSB1_SCHPO,reviewed,Peptidase T1B family,PF00227;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10222,PTA1_SCHPO,reviewed,,PF11935;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O36016,PTPA1_SCHPO,reviewed,PTPA-type PPIase family,PF03095;,PIRSF016325;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13834,PTR1_SCHPO,reviewed,"UPL family, TOM1/PTR1 subfamily",PF14377;PF06012;PF06025;PF00632;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UU76,PUF6_SCHPO,reviewed,PUF6 family,PF08144;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74866,RIFK_SCHPO,reviewed,Flavokinase family,PF01687;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36602,RIR1_SCHPO,reviewed,Ribonucleoside diphosphate reductase large chain family,PF03477;PF02867;PF00317;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74895,RL15A_SCHPO,reviewed,Eukaryotic ribosomal protein eL15 family,PF00827;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74360,RGA4_SCHPO,reviewed,,PF00412;PF00620;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P769,RL10B_SCHPO,reviewed,Universal ribosomal protein uL16 family,PF00252;,PIRSF005590;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87243,RIX1_SCHPO,reviewed,RIX1 family,PF08167;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14087,RIM1_SCHPO,reviewed,,PF00436;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09127,RL10A_SCHPO,reviewed,Universal ribosomal protein uL16 family,PF00252;,PIRSF005590;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14339,RL17A_SCHPO,reviewed,Universal ribosomal protein uL22 family,PF00237;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CT84,RL12B_SCHPO,reviewed,Universal ribosomal protein uL11 family,PF00298;PF03946;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUC1,RL21A_SCHPO,reviewed,Eukaryotic ribosomal protein eL21 family,PF01157;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CT71,RL2B_SCHPO,reviewed,Universal ribosomal protein uL2 family,PF00181;PF03947;,PIRSF002158;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P79015,RL32A_SCHPO,reviewed,Eukaryotic ribosomal protein eL32 family,PF01655;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CT61,RL23B_SCHPO,reviewed,Universal ribosomal protein uL14 family,PF00238;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74175,RL13_SCHPO,reviewed,Eukaryotic ribosomal protein eL13 family,PF01294;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P05734,RL19A_SCHPO,reviewed,Eukaryotic ribosomal protein eL19 family,PF01280;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42699,RL19B_SCHPO,reviewed,Eukaryotic ribosomal protein eL19 family,PF01280;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14363,RL1A_SCHPO,reviewed,Universal ribosomal protein uL1 family,PF00687;,PIRSF002155;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09668,RL22_SCHPO,reviewed,Eukaryotic ribosomal protein eL22 family,PF01776;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTP0,RL30B_SCHPO,reviewed,Eukaryotic ribosomal protein eL30 family,PF01248;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6L2,RKM4_SCHPO,reviewed,"Class V-like SAM-binding methyltransferase superfamily, Histone-lysine methyltransferase family, SETD6 subfamily",PF00856;,PIRSF011771;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CT78,RL11B_SCHPO,reviewed,Universal ribosomal protein uL5 family,PF00281;PF00673;,PIRSF002161;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42991,RL16B_SCHPO,reviewed,Universal ribosomal protein uL13 family,PF00572;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7R7,RL1DA_SCHPO,reviewed,Universal ribosomal protein uL1 family,PF00687;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CT69,RL20B_SCHPO,reviewed,Eukaryotic ribosomal protein eL20 family,PF01775;,PIRSF002190;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94238,RL14_SCHPO,reviewed,Eukaryotic ribosomal protein eL14 family,PF00467;PF01929;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q8TFH1,RL18B_SCHPO,reviewed,Eukaryotic ribosomal protein eL18 family,PF17135;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74884,RL24B_SCHPO,reviewed,Eukaryotic ribosomal protein eL24 family,PF01246;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42848,RL16A_SCHPO,reviewed,Universal ribosomal protein uL13 family,PF00572;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43004,RL16C_SCHPO,reviewed,Universal ribosomal protein uL13 family,PF00572;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59794,RL17B_SCHPO,reviewed,Universal ribosomal protein uL22 family,PF00237;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P57728,RL28B_SCHPO,reviewed,Universal ribosomal protein uL15 family,PF00828;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CT70,RL2A_SCHPO,reviewed,Universal ribosomal protein uL2 family,PF00181;PF03947;,PIRSF002158;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74836,RL1B_SCHPO,reviewed,Universal ribosomal protein uL1 family,PF00687;,PIRSF002155;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14388,RL27A_SCHPO,reviewed,Eukaryotic ribosomal protein eL27 family,PF01777;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74538,RL27B_SCHPO,reviewed,Eukaryotic ribosomal protein eL27 family,PF01777;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14069,RL28E_SCHPO,reviewed,Eukaryotic ribosomal protein eL28 family,PF01778;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P35679,RL4A_SCHPO,reviewed,Universal ribosomal protein uL4 family,PF14374;PF00573;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P784,RL4B_SCHPO,reviewed,Universal ribosomal protein uL4 family,PF14374;PF00573;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36585,RL28A_SCHPO,reviewed,Universal ribosomal protein uL15 family,PF00828;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q92366,RL29_SCHPO,reviewed,Eukaryotic ribosomal protein eL29 family,PF01779;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9URX6,RL31_SCHPO,reviewed,Eukaryotic ribosomal protein eL31 family,PF01198;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42935,RL32B_SCHPO,reviewed,Eukaryotic ribosomal protein eL32 family,PF01655;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USR7,RL38A_SCHPO,reviewed,Eukaryotic ribosomal protein eL38 family,PF01781;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9US22,RL15B_SCHPO,reviewed,Eukaryotic ribosomal protein eL15 family,PF00827;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10192,RL18A_SCHPO,reviewed,Eukaryotic ribosomal protein eL18 family,PF17135;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CT68,RL20A_SCHPO,reviewed,Eukaryotic ribosomal protein eL20 family,PF01775;,PIRSF002190;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10330,RL25A_SCHPO,reviewed,Universal ribosomal protein uL23 family,PF00276;PF03939;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P78946,RL26_SCHPO,reviewed,Universal ribosomal protein uL24 family,PF00467;PF16906;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P52808,RL30A_SCHPO,reviewed,Eukaryotic ribosomal protein eL30 family,PF01248;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42846,RL34A_SCHPO,reviewed,Eukaryotic ribosomal protein eL34 family,PF01199;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74904,RL35_SCHPO,reviewed,Universal ribosomal protein uL29 family,PF00831;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q92365,RL36A_SCHPO,reviewed,Eukaryotic ribosomal protein eL36 family,PF01158;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT32,RL1DB_SCHPO,reviewed,Universal ribosomal protein uL1 family,PF00687;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42706,RL21B_SCHPO,reviewed,Eukaryotic ribosomal protein eL21 family,PF01157;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74391,RL25B_SCHPO,reviewed,Universal ribosomal protein uL23 family,PF00276;PF03939;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9URT8,RL34B_SCHPO,reviewed,Eukaryotic ribosomal protein eL34 family,PF01199;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USG6,RL33B_SCHPO,reviewed,Eukaryotic ribosomal protein eL33 family,PF01247;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P05733,RL37B_SCHPO,reviewed,Eukaryotic ribosomal protein eL37 family,PF01907;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CT81,RL41A_SCHPO,reviewed,Eukaryotic ribosomal protein eL41 family,PF05162;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94686,RL43B_SCHPO,reviewed,Eukaryotic ribosomal protein eL43 family,PF01780;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CT75,RS23A_SCHPO,reviewed,Universal ribosomal protein uS12 family,PF00164;,PIRSF002133;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74892,RS2_SCHPO,reviewed,Universal ribosomal protein uS5 family,PF00333;PF03719;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CT63,RS30_SCHPO,reviewed,Eukaryotic ribosomal protein eS30 family,PF04758;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14049,RS8A_SCHPO,reviewed,Eukaryotic ribosomal protein eS8 family,PF01201;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTT2,RSE1_SCHPO,reviewed,RSE1 family,PF03178;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14006,RT09_SCHPO,reviewed,Universal ribosomal protein uS9 family,PF00380;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74329,RS29_SCHPO,reviewed,Universal ribosomal protein uS14 family,PF00253;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87158,RS4A_SCHPO,reviewed,Eukaryotic ribosomal protein eS4 family,PF16121;PF00900;PF08071;PF01479;,PIRSF002116;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P58234,RS19A_SCHPO,reviewed,Eukaryotic ribosomal protein eS19 family,PF01090;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0C8R3,RS27B_SCHPO,reviewed,Ubiquitin family; Eukaryotic ribosomal protein eS31 family,PF01599;PF00240;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USW5,RS4B_SCHPO,reviewed,Eukaryotic ribosomal protein eS4 family,PF16121;PF00900;PF08071;PF01479;,PIRSF002116;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P4W9,RS4C_SCHPO,reviewed,Eukaryotic ribosomal protein eS4 family,PF16121;PF00900;PF08071;PF01479;,PIRSF002116;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10101,RS7_SCHPO,reviewed,Eukaryotic ribosomal protein eS7 family,PF01251;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09948,RSC4_SCHPO,reviewed,,PF00439;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USL7,RSM18_SCHPO,reviewed,Bacterial ribosomal protein bS18 family,PF01084;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42984,RS17A_SCHPO,reviewed,Eukaryotic ribosomal protein eS17 family,PF00833;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTG4,RS26B_SCHPO,reviewed,Eukaryotic ribosomal protein eS26 family,PF01283;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0C016,RS27A_SCHPO,reviewed,Ubiquitin family; Eukaryotic ribosomal protein eS31 family,PF01599;PF00240;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74330,RS27_SCHPO,reviewed,Eukaryotic ribosomal protein eS27 family,PF01667;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
